measured_from,datetime,lat,lng,precise
P1,2022-06-26 09:59:49,46.5213666666667,6.57386111111111,on
P1,2022-06-26 10:00:26,46.5213666666667,6.57386111111111,on
P1,2022-06-26 10:01:18,46.5213666666667,6.57386111111111,on
P1,2022-06-26 10:02:10,46.5213666666667,6.57386111111111,on
P1,2022-06-26 10:02:35,46.5213666666667,6.57386111111111,on
P1,2022-06-26 10:03:09,46.5213666666667,6.57386111111111,on
P1,2022-06-26 10:03:49,46.5213777777778,6.57385833333333,on
P1,2022-06-26 10:04:25,46.5213777777778,6.57385833333333,on
P1,2022-06-26 10:05:25,46.5213777777778,6.57385833333333,on
P1,2022-06-26 10:05:49,46.5213777777778,6.57385833333333,on
P1,2022-06-26 10:06:41,46.5213777777778,6.57385833333333,on
P1,2022-06-26 10:07:37,46.5213777777778,6.57385833333333,on
P1,2022-06-26 10:08:13,46.5213777777778,6.57385833333333,on
P1,2022-06-26 10:08:39,46.5213555555556,6.5739,on
P1,2022-06-26 10:09:10,46.5213361111111,6.57388055555556,on
P1,2022-06-26 10:09:55,46.5213305555556,6.573875,on
P1,2022-06-26 10:10:11,46.5213694444444,6.5739,on
P1,2022-06-26 10:10:47,46.5213777777778,6.57390555555556,on
P1,2022-06-26 10:11:33,46.5213777777778,6.57390555555556,on
P1,2022-06-26 10:11:50,46.5213777777778,6.57390555555556,on
P1,2022-06-26 10:12:24,46.5213777777778,6.57390555555556,on
P1,2022-06-26 10:14:21,46.5213611111111,6.573875,on
P1,2022-06-26 10:15:12,46.5213611111111,6.573875,on
P1,2022-06-26 10:15:34,46.5213611111111,6.573875,on
P1,2022-06-26 10:16:25,46.5213611111111,6.573875,on
P1,2022-06-26 10:16:35,46.5213611111111,6.573875,on
P1,2022-06-26 10:17:14,46.5213611111111,6.573875,on
P1,2022-06-26 10:17:47,46.5213777777778,6.57391111111111,on
P1,2022-06-26 10:18:32,46.5213805555556,6.57392222222222,on
P1,2022-06-26 10:18:59,46.5213805555556,6.57392222222222,on
P1,2022-06-26 10:19:41,46.5213805555556,6.57392222222222,on
P1,2022-06-26 10:20:37,46.5213805555556,6.57392222222222,on
P1,2022-06-26 10:21:15,46.5213805555556,6.57392222222222,on
