precise,lat,lng,dist,angle
on,45.828425,15.220233333333333,1.8617164641123571,4.28584885455914
on,45.82843055555556,15.220286111111111,2.4108907858734683,1.634195762119715
on,45.82843333333334,15.220283333333333,2.1957555388050016,1.4996913889232586
on,45.828425,15.220222222222224,2.6717063392509472,4.419944863328619
on,45.82843055555556,15.220241666666666,1.0584710170461424,4.567574139930416
on,45.82843055555556,15.220247222222222,0.6343758308351697,4.469216053949017
on,45.82843055555556,15.220219444444444,2.778313044262916,4.6573830697382474
on,45.82843333333334,15.22028888888889,2.626523622458049,1.511368130940075
on,45.82843055555556,15.220241666666666,1.0584710170461424,4.567574139930416
on,45.82843333333334,15.22025,0.42922325011457957,5.08434737967173
on,45.82843333333334,15.220286111111111,2.4110988144852423,1.5060513016407155
on,45.82843333333334,15.220213888888887,3.209583976117862,4.761011935788922
on,45.828425,15.220222222222224,2.6717063392509472,4.419944863328619
on,45.82843333333334,15.22028888888889,2.626523622458049,1.511368130940075
on,45.82843055555556,15.220247222222222,0.6343758308351697,4.469216053949017
on,45.82843055555556,15.22028888888889,2.6263326674800207,1.628988838774831
on,45.828425,15.220225,2.4658157866253005,4.394706998606951
on,45.82844166666667,15.220272222222222,1.7122342598038711,0.8865909964769656
on,45.82843055555556,15.220286111111111,2.4108907858734683,1.634195762119715
on,45.82843055555556,15.220244444444443,0.8454643241446299,4.530724836569509
on,45.828425,15.220222222222224,2.6717063392509472,4.419944863328619
on,45.82843055555556,15.220244444444443,0.8454643241446299,4.530724836569509
on,45.82843888888889,15.220283333333333,2.322775744223034,1.231312075680364
on,45.82843055555556,15.220280555555556,1.9802671054024343,1.6480075096433942
on,45.82845555555556,15.22018888888889,5.7793702455204,5.184050281180371
on,45.82843055555556,15.220286111111111,2.4108907858734683,1.634195762119715
on,45.828425,15.22023888888889,1.4795328368832454,4.1648425758467695
on,45.82843333333334,15.220283333333333,2.1957555388050016,1.4996913889232586
on,45.828425,15.220225,2.4658157866253005,4.394706998606951
on,45.82843333333334,15.220283333333333,2.1957555388050016,1.4996913889232586
on,45.82843055555556,15.220247222222222,0.6343758308351697,4.469216053949017
on,45.82843333333334,15.22028888888889,2.626523622458049,1.511368130940075
on,45.82843055555556,15.220244444444443,0.8454643241446299,4.530724836569509
on,45.82843055555556,15.220277777777778,1.765148757275981,1.6574395836528075
on,45.82843055555556,15.220244444444443,0.8454643241446299,4.530724836569509
on,45.82844166666667,15.220272222222222,1.7122342598038711,0.8865909964769656
on,45.82843055555556,15.220247222222222,0.6343758308351697,4.469216053949017
on,45.82843333333334,15.22025,0.42922325011457957,5.08434737967173
on,45.82843888888889,15.220283333333333,2.322775744223034,1.231312075680364
on,45.82843055555556,15.220247222222222,0.6343758308351697,4.469216053949017
on,45.82843055555556,15.220247222222222,0.6343758308351697,4.469216053949017
on,45.828425,15.220225,2.4658157866253005,4.394706998606951
on,45.82843055555556,15.220247222222222,0.6343758308351697,4.469216053949017
on,45.82844166666667,15.220269444444444,1.5509867241158803,0.798518231657414
on,45.82843055555556,15.220244444444443,0.8454643241446299,4.530724836569509
on,45.82843055555556,15.220286111111111,2.4108907858734683,1.634195762119715
on,45.82843333333334,15.220280555555556,1.9805203900487311,1.4919487595480099
on,45.828425,15.220233333333333,1.8617164641123571,4.28584885455914
on,45.82844166666667,15.220272222222222,1.7122342598038711,0.8865909964769656
on,45.82843055555556,15.220244444444443,0.8454643241446299,4.530724836569509
on,45.82844166666667,15.220272222222222,1.7122342598038711,0.8865909964769656
on,45.82843055555556,15.220244444444443,0.8454643241446299,4.530724836569509
on,45.82844166666667,15.220269444444444,1.5509867241158803,0.798518231657414
on,45.82843055555556,15.220247222222222,0.6343758308351697,4.469216053949017
on,45.82843055555556,15.220241666666666,1.0584710170461424,4.567574139930416
on,45.82843333333334,15.220286111111111,2.4110988144852423,1.5060513016407155
on,45.82843888888889,15.220263888888889,1.029449598843548,0.7206777269597997
on,45.82843055555556,15.220219444444444,2.778313044262916,4.6573830697382474
on,45.828425,15.220225,2.4658157866253005,4.394706998606951
on,45.82843333333334,15.22025,0.42922325011457957,5.08434737967173
on,45.82843055555556,15.220244444444443,0.8454643241446299,4.530724836569509
on,45.82843055555556,15.220244444444443,0.8454643241446299,4.530724836569509
on,45.82843055555556,15.220294444444445,3.057384879837083,1.6207769716988827
on,45.82843055555556,15.220244444444443,0.8454643241446299,4.530724836569509
on,45.82843055555556,15.220247222222222,0.6343758308351697,4.469216053949017
on,45.82843055555556,15.220244444444443,0.8454643241446299,4.530724836569509
on,45.828425,15.22023888888889,1.4795328368832454,4.1648425758467695
on,45.82844166666667,15.220269444444444,1.5509867241158803,0.798518231657414
on,45.82843055555556,15.220244444444443,0.8454643241446299,4.530724836569509
on,45.82843055555556,15.220283333333333,2.1955270947612537,1.6404243948937722
on,45.82843333333334,15.220280555555556,1.9805203900487311,1.4919487595480099
on,45.82843055555556,15.220244444444443,0.8454643241446299,4.530724836569509
on,45.82843055555556,15.220277777777778,1.765148757275981,1.6574395836528075
on,45.82843055555556,15.220277777777778,1.765148757275981,1.6574395836528075
on,45.82843333333334,15.220283333333333,2.1957555388050016,1.4996913889232586
on,45.82843055555556,15.220219444444444,2.778313044262916,4.6573830697382474
on,45.82843055555556,15.220244444444443,0.8454643241446299,4.530724836569509
on,45.82843055555556,15.220283333333333,2.1955270947612537,1.6404243948937722
on,45.828425,15.220222222222224,2.6717063392509472,4.419944863328619
on,45.82845555555556,15.22018888888889,5.7793702455204,5.184050281180371
on,45.82843055555556,15.220244444444443,0.8454643241446299,4.530724836569509
on,45.82843055555556,15.220247222222222,0.6343758308351697,4.469216053949017
on,45.82843055555556,15.220244444444443,0.8454643241446299,4.530724836569509
on,45.82844166666667,15.220272222222222,1.7122342598038711,0.8865909964769656
on,45.82843333333334,15.220286111111111,2.4110988144852423,1.5060513016407155
on,45.82843055555556,15.220286111111111,2.4108907858734683,1.634195762119715
on,45.828425,15.220225,2.4658157866253005,4.394706998606951
on,45.82843055555556,15.220294444444445,3.057384879837083,1.6207769716988827
on,45.828425,15.220225,2.4658157866253005,4.394706998606951
on,45.82843055555556,15.220277777777778,1.765148757275981,1.6574395836528075
on,45.82843055555556,15.220280555555556,1.9802671054024343,1.6480075096433942
on,45.82843055555556,15.220247222222222,0.6343758308351697,4.469216053949017
on,45.82843055555556,15.220241666666666,1.0584710170461424,4.567574139930416
on,45.82843055555556,15.220247222222222,0.6343758308351697,4.469216053949017
on,45.82843055555556,15.220244444444443,0.8454643241446299,4.530724836569509
