mu_dist,mu_angle,sigma11,sigma21,sigma12,sigma22
1.642,3.31523,0.978192,-0.564023,-0.564023,2.9429
1.6673,3.61047,1.02987,-0.387993,-0.387993,2.589
1.81573,3.23623,0.973641,-0.73347,-0.73347,3.47675
1.71697,3.33964,0.927453,-0.519305,-0.519305,2.88816
1.77422,3.15291,1.04454,-0.255233,-0.255233,2.22158
1.57357,3.48774,1.08332,-0.361322,-0.361322,2.75635
1.71709,3.24523,0.977677,-0.443525,-0.443525,2.47609
1.62197,3.73694,1.04918,-0.335804,-0.335804,2.51011
1.69847,3.51732,0.963077,-0.147712,-0.147712,2.90588
1.66897,3.10977,1.18792,-0.731238,-0.731238,2.66473
1.82026,3.27117,0.97736,-0.18554,-0.18554,2.47469
1.65359,3.25453,1.055,-0.698065,-0.698065,2.93641
1.76489,3.40194,1.29155,-0.631528,-0.631528,2.83406
1.93966,3.44288,1.25155,-0.456904,-0.456904,2.6999
1.5941,3.05763,0.8181,-0.385185,-0.385185,2.40516
1.87592,3.34902,1.00459,-0.683402,-0.683402,3.4001
1.74858,3.30086,1.14455,-0.251308,-0.251308,3.11597
1.48134,3.22933,1.12257,-0.167417,-0.167417,2.91943
1.72732,2.75143,1.26526,-0.285586,-0.285586,2.87039
1.7898,3.60076,0.785807,-0.459701,-0.459701,2.41948
1.71737,3.22385,1.04419,-0.416469,-0.416469,2.60145
1.72457,3.37736,0.872521,-0.404191,-0.404191,2.65761
1.70278,3.01692,0.908997,-0.179212,-0.179212,2.11471
1.67699,3.58333,0.873303,-0.346033,-0.346033,3.07145
1.82946,3.01884,1.24139,-0.528759,-0.528759,2.78264
1.69798,3.28847,1.12759,-0.231164,-0.231164,2.4795
1.79276,3.14965,1.21657,-0.167176,-0.167176,2.30828
1.70035,3.33987,0.921756,-0.623205,-0.623205,2.88642
1.67231,3.26668,0.992657,-0.468705,-0.468705,2.80015
1.83272,3.31756,1.15797,-0.687276,-0.687276,2.40888
1.58913,3.20404,1.03725,-0.0603701,-0.0603701,2.61724
1.83129,3.35562,1.00422,-0.714311,-0.714311,2.89861
1.89164,2.92502,1.13275,-0.629513,-0.629513,2.69715
1.84942,3.08162,0.938152,-0.411306,-0.411306,3.19955
1.75563,3.17782,1.17456,-0.625392,-0.625392,2.40355
1.6808,3.37164,0.922977,-0.268235,-0.268235,2.96834
1.739,3.36162,0.97575,-0.363941,-0.363941,2.97203
1.72772,3.32362,1.14181,-0.448874,-0.448874,2.53147
1.9154,3.30202,0.950575,-0.519974,-0.519974,2.86945
1.76884,3.30952,1.20141,-0.254724,-0.254724,2.81578
1.73178,3.44449,1.02841,-0.506812,-0.506812,2.73011
1.69178,3.39471,1.0976,-0.566742,-0.566742,2.96101
1.71444,3.20825,0.876742,-0.358537,-0.358537,2.31629
1.76736,3.21468,1.02593,-0.646312,-0.646312,2.3378
1.71227,2.99471,0.876203,-0.122501,-0.122501,2.04269
1.84292,3.39704,1.29697,-0.954167,-0.954167,3.49052
1.8539,3.54148,1.3377,-0.84758,-0.84758,3.12124
1.78001,3.21503,1.04571,-0.765277,-0.765277,3.18057
1.65552,3.3533,1.12159,-0.695289,-0.695289,3.0662
1.72733,3.25295,1.00856,-0.668883,-0.668883,3.10371
1.55432,3.71114,0.915116,-0.265491,-0.265491,2.52973
1.78795,3.37549,1.09796,-0.421248,-0.421248,2.73366
1.7876,3.25114,0.877181,-0.420085,-0.420085,2.22609
1.54618,3.32219,0.915702,-0.39945,-0.39945,2.32387
1.88733,3.06904,1.00417,-0.530379,-0.530379,2.46732
1.74619,3.19372,1.16216,-0.425212,-0.425212,2.6788
1.76593,3.28015,0.88336,-0.515678,-0.515678,3.07039
1.70447,3.17225,1.1189,-0.264804,-0.264804,2.74183
1.7563,3.09869,0.969965,-0.283851,-0.283851,2.64767
1.58301,3.09559,1.00584,-0.447255,-0.447255,2.24335
1.85162,3.4064,1.00814,-0.353997,-0.353997,2.8994
1.65609,3.30633,1.1538,-0.60373,-0.60373,2.38365
1.65609,3.30633,1.1538,-0.60373,-0.60373,2.38365
1.73271,3.19539,0.91683,-0.238582,-0.238582,3.15119
1.81221,3.08897,0.921355,-0.140051,-0.140051,2.64013
1.60235,3.31106,1.17963,-0.363274,-0.363274,2.22099
1.94353,3.04666,0.89723,-0.492807,-0.492807,3.11972
1.55661,3.39965,1.29781,-0.437787,-0.437787,2.12868
1.61246,3.54157,1.39156,-0.390206,-0.390206,2.42627
1.86196,2.95506,1.01966,-0.295627,-0.295627,2.33603
1.86798,3.03368,0.973037,-0.309432,-0.309432,2.69658
1.48789,3.32824,1.13344,-0.577441,-0.577441,2.54556
1.72629,3.46403,1.39651,-0.743498,-0.743498,2.86163
1.7568,2.98229,0.918099,-0.381414,-0.381414,2.58466
1.6876,2.90823,0.761539,-0.352654,-0.352654,2.68701
1.75898,3.10121,1.0237,-0.431728,-0.431728,2.96173
1.84396,3.10152,0.923878,-0.274552,-0.274552,2.30538
1.68945,3.37172,0.869632,-0.245589,-0.245589,2.1809
1.74714,3.22225,1.07172,-0.378802,-0.378802,2.69496
1.7018,3.08413,0.860822,-0.293631,-0.293631,2.4314
1.8388,3.05841,1.06228,-0.271811,-0.271811,3.15247
1.65333,3.48531,0.910268,-0.552466,-0.552466,2.95935
1.72458,3.28135,1.18232,-0.8429,-0.8429,4.13209
1.80366,3.11755,1.09295,-0.511975,-0.511975,2.16305
1.6274,3.29797,0.981765,-0.326511,-0.326511,2.9025
1.78511,3.24679,1.12107,-0.459623,-0.459623,2.01319
1.77202,3.31215,0.805192,-0.44338,-0.44338,2.71523
1.83779,3.11119,1.19747,-0.777755,-0.777755,3.74115
1.83146,3.14095,1.12728,-0.874286,-0.874286,3.57778
1.70226,3.18465,0.909096,-0.111452,-0.111452,2.51952
1.66645,3.01452,1.25699,-0.576847,-0.576847,2.41917
1.74519,3.45497,1.0455,-0.597754,-0.597754,2.5524
1.78068,3.43409,0.972884,-0.653932,-0.653932,2.1611
1.83754,2.97568,1.46623,-0.0770852,-0.0770852,2.92821
1.64575,3.26967,1.15715,-0.226288,-0.226288,2.80687
1.8683,3.34287,1.0306,-0.648173,-0.648173,2.44768
1.81291,3.04585,0.843626,-0.394662,-0.394662,2.3457
1.68558,3.43917,1.09095,-0.610497,-0.610497,2.92564
1.72367,3.24223,1.10559,-0.595629,-0.595629,3.06965
1.72642,3.26647,0.849533,-0.485858,-0.485858,3.5046
1.69523,3.22635,1.34535,-0.696598,-0.696598,2.30658
1.57183,3.44959,0.9836,-0.324617,-0.324617,2.97758
1.65434,3.1226,1.36848,-0.383738,-0.383738,2.44608
1.68933,3.36225,0.927366,-0.642565,-0.642565,2.40925
1.86666,3.03573,0.966864,-0.390653,-0.390653,3.44687
1.57836,3.35053,0.946212,-0.491092,-0.491092,2.10654
1.6049,3.4016,1.04408,-0.477686,-0.477686,2.14312
1.91018,3.17462,0.999594,-0.426163,-0.426163,3.10516
1.81862,3.25518,1.0333,-0.463788,-0.463788,2.98536
1.64913,3.23067,0.963526,-0.428397,-0.428397,2.4387
1.7134,3.33821,1.04311,-0.474902,-0.474902,2.58963
1.73555,3.26224,1.06639,-0.165327,-0.165327,2.57391
1.67787,3.12591,1.07549,-0.653325,-0.653325,2.50329
1.73248,3.18065,0.934344,-0.488532,-0.488532,2.2316
1.76016,3.08693,0.847916,-0.172554,-0.172554,1.9193
1.68877,3.10414,0.853582,-0.26278,-0.26278,2.18548
1.68405,3.25216,1.29153,-0.496457,-0.496457,3.11843
1.94547,2.95416,0.889577,-0.507553,-0.507553,2.43337
1.98176,3.05137,0.897345,-0.474741,-0.474741,2.36134
1.83116,3.28547,0.942517,-0.565805,-0.565805,2.63148
1.75206,3.36713,0.972911,-0.517516,-0.517516,2.49227
1.71543,3.14034,1.0532,-0.158553,-0.158553,2.27442
1.67849,3.53083,0.926261,-0.669847,-0.669847,3.09165
1.68826,3.22914,1.10952,-0.155182,-0.155182,2.42388
1.64816,2.81916,1.12264,-0.539263,-0.539263,2.25226
1.79375,2.91596,1.12857,-0.360263,-0.360263,2.40494
1.64756,3.47702,1.13049,-0.359395,-0.359395,2.28662
1.7406,3.47612,0.998384,-0.482279,-0.482279,2.86236
1.63199,3.07086,0.870254,-0.390523,-0.390523,2.53501
1.85503,3.38056,1.20433,-0.456315,-0.456315,3.14265
1.71063,3.0183,0.993146,-0.489519,-0.489519,2.20065
1.83266,3.18685,0.861191,-0.148363,-0.148363,2.74648
1.89652,3.14494,0.928936,-0.259506,-0.259506,2.47617
1.65335,3.39567,0.955784,-0.652556,-0.652556,2.98118
1.65126,3.32154,0.976189,-0.708227,-0.708227,3.18131
1.78407,3.27372,0.998031,-0.731897,-0.731897,3.06546
1.7766,3.07582,0.992067,-0.67457,-0.67457,3.43093
1.65208,3.27441,1.04525,-0.282245,-0.282245,2.26295
1.81154,3.1858,1.04741,-0.495618,-0.495618,3.00876
1.81871,3.45751,1.04729,-0.32464,-0.32464,2.25538
1.5845,3.18296,1.05525,-0.608332,-0.608332,3.05283
1.8244,2.95882,1.01637,-0.120334,-0.120334,2.1639
1.80157,3.23368,0.998401,-0.199045,-0.199045,2.59243
1.80157,3.23368,0.998401,-0.199045,-0.199045,2.59243
1.77383,3.4233,1.08556,-0.0637761,-0.0637761,2.46958
1.86919,3.05539,1.12992,-0.467082,-0.467082,2.71332
1.8466,2.8562,1.39126,-0.698517,-0.698517,3.15982
1.98355,3.09329,1.27666,-0.502469,-0.502469,3.07345
1.70356,3.4921,1.22298,-0.764361,-0.764361,2.56188
1.69339,3.55685,1.08403,-0.905231,-0.905231,2.96011
1.56594,3.23928,1.12036,-0.701735,-0.701735,2.72402
1.68089,3.40765,1.00893,-0.626422,-0.626422,2.49862
1.74207,3.32166,1.03595,-0.64181,-0.64181,2.51793
1.67924,3.60751,1.26676,-1.02431,-1.02431,3.25824
1.61419,3.53614,1.23377,-1.21889,-1.21889,3.51845
1.60345,3.45674,1.31662,-0.834841,-0.834841,2.93954
1.82082,2.9922,0.787734,-0.336008,-0.336008,2.49215
1.69539,3.61713,1.37332,-0.579899,-0.579899,2.52005
1.50043,3.27591,1.43513,-0.814307,-0.814307,2.61176
1.44996,3.28538,1.26997,-0.844609,-0.844609,2.43249
1.73196,3.38256,1.03688,-0.760816,-0.760816,2.73522
1.79076,3.14681,1.04768,-0.324379,-0.324379,2.94494
1.7186,3.07869,1.10515,-0.55367,-0.55367,2.09254
1.68581,3.53817,0.903364,-0.316468,-0.316468,3.26001
1.73215,3.52204,0.729883,-0.392179,-0.392179,2.42824
1.7212,3.29688,0.888605,-0.168423,-0.168423,2.34506
1.59579,3.12877,1.107,-0.312249,-0.312249,2.59977
1.66197,3.28002,1.10126,-0.286935,-0.286935,2.57998
1.81661,3.0609,1.22795,-0.662982,-0.662982,3.55814
1.68697,3.24045,0.955181,-0.438775,-0.438775,2.51609
1.73885,3.31583,1.21365,0.0660524,0.0660524,2.38818
1.75179,3.49272,1.10547,-0.0753794,-0.0753794,2.88967
1.78779,3.21301,1.16027,-0.858974,-0.858974,2.60123
1.68031,3.06945,1.16703,-0.587197,-0.587197,3.2306
1.90225,3.07254,1.00905,-0.332042,-0.332042,2.47903
1.79418,3.15416,0.89873,-0.408287,-0.408287,2.52997
1.74956,3.34934,1.0039,-0.712949,-0.712949,3.34837
1.81367,3.47858,0.998918,-0.556988,-0.556988,2.89513
1.72465,3.14779,1.14883,-0.503957,-0.503957,2.43518
1.69882,3.47119,0.905666,-0.33421,-0.33421,2.59006
1.80636,3.03587,1.21549,-0.63107,-0.63107,2.59195
1.89087,3.01027,1.04901,-0.749928,-0.749928,3.02745
1.78874,3.38567,0.95404,-0.754721,-0.754721,3.46279
1.62616,3.32823,1.28019,-0.491807,-0.491807,2.56676
1.87282,3.47714,1.29748,-0.17025,-0.17025,2.89324
1.84994,3.05558,0.998639,-0.362912,-0.362912,2.53678
1.66571,3.47554,0.874731,-0.317782,-0.317782,2.38361
1.74533,3.24858,0.903317,-0.463716,-0.463716,2.55906
1.74547,3.28669,1.06615,-0.645831,-0.645831,2.26719
1.90437,3.37174,1.04923,-0.143691,-0.143691,2.30461
1.79936,3.23832,0.887814,-0.363637,-0.363637,2.3451
1.64866,3.16091,1.12644,-0.631874,-0.631874,3.07247
1.83879,3.27607,0.946317,-0.66647,-0.66647,2.55511
1.71476,3.24292,1.11595,-0.180584,-0.180584,2.81761
1.75083,3.367,1.05057,-0.326095,-0.326095,2.15753
1.66681,3.34969,0.796974,-0.49874,-0.49874,2.61276
1.89684,3.15365,1.21313,-0.434086,-0.434086,2.49812
1.78476,3.09788,1.1445,-0.814594,-0.814594,2.98929
1.82151,3.1543,1.09539,-1.05821,-1.05821,3.42782
1.76014,3.25551,0.896589,-0.316676,-0.316676,2.07959
1.68473,3.48042,0.834379,-0.202487,-0.202487,2.25641
1.68581,3.13146,1.27475,-0.510318,-0.510318,2.52696
1.8653,3.27873,0.884064,-0.4172,-0.4172,2.59533
1.83956,3.39119,1.114,-0.718212,-0.718212,3.1493
1.67723,3.3128,1.32332,-0.848071,-0.848071,3.67018
1.66585,3.12749,1.24555,-0.510572,-0.510572,2.38026
1.74092,3.09736,1.26851,-0.621343,-0.621343,3.19286
1.82975,3.08233,0.95133,-0.595961,-0.595961,2.94837
1.78216,3.11681,1.07836,-0.377285,-0.377285,2.36008
1.71407,3.41714,0.985876,-0.588745,-0.588745,2.96678
1.6855,3.19371,1.19622,-0.341937,-0.341937,2.27283
1.69609,3.40943,1.15349,-0.349657,-0.349657,1.72634
1.62973,3.23934,0.762416,-0.394972,-0.394972,2.1661
1.81683,3.20726,1.11834,-0.334851,-0.334851,2.50442
1.65045,3.23318,0.872583,-0.484252,-0.484252,3.11884
1.84833,3.2293,1.10217,-0.591576,-0.591576,2.63536
1.68235,3.17993,0.969414,-0.180528,-0.180528,2.2839
1.80939,3.24078,1.05482,-0.734734,-0.734734,2.7162
1.66454,3.26272,1.09389,-0.174779,-0.174779,2.5462
1.77702,3.12306,1.32753,-0.763131,-0.763131,3.21723
1.73086,3.33369,0.940851,-0.463773,-0.463773,2.25865
1.77879,3.23645,0.806735,-0.447999,-0.447999,2.37905
1.69883,3.2913,1.2141,-0.062949,-0.062949,3.19013
1.80501,3.17933,1.10322,-0.54757,-0.54757,2.37686
1.75133,3.16937,0.918117,-0.288446,-0.288446,2.65208
1.79982,3.31254,0.964132,-0.309046,-0.309046,2.60173
1.68154,3.13666,1.35174,-0.648419,-0.648419,2.19536
1.66554,3.20854,0.966236,-0.60749,-0.60749,2.36326
1.60728,3.17486,0.905987,-0.593792,-0.593792,2.49021
1.58821,3.18684,0.862174,-0.670774,-0.670774,2.62656
1.82309,3.42861,1.1897,-0.269512,-0.269512,3.12999
1.64243,3.19065,0.817377,-0.443326,-0.443326,2.12366
1.9183,3.17479,1.31806,-0.478919,-0.478919,2.98646
1.56086,3.38799,0.874467,-0.520682,-0.520682,2.41799
1.95642,3.14809,1.32668,-0.360972,-0.360972,2.59509
1.55134,3.366,0.985427,-0.591441,-0.591441,2.64704
1.62111,3.41428,1.12031,-0.523752,-0.523752,2.62285
1.66825,3.54724,0.945794,-0.427863,-0.427863,2.7567
1.68943,3.1631,0.904271,-0.398725,-0.398725,2.3215
1.76943,3.44673,1.08257,-0.67945,-0.67945,2.81294
1.70163,3.30828,1.15267,-0.201085,-0.201085,3.08895
1.73933,3.23433,0.889476,-0.568613,-0.568613,2.22262
1.68934,3.38779,0.986672,-0.212314,-0.212314,2.62151
1.83201,3.27379,1.11847,-0.701795,-0.701795,2.60843
1.94662,3.37509,1.28902,-0.49231,-0.49231,2.2745
1.64634,3.09722,0.830556,-0.363494,-0.363494,2.97503
1.76442,3.49631,1.33255,-0.515027,-0.515027,2.25097
1.87002,3.50336,1.16009,-0.42871,-0.42871,2.30956
1.82088,3.4242,1.1924,-0.462319,-0.462319,2.42637
1.67021,3.05408,1.01214,-0.479265,-0.479265,2.93316
1.82544,2.98431,0.892125,-0.303442,-0.303442,1.77377
1.84093,3.07093,0.973661,-0.202819,-0.202819,1.97295
1.97709,2.80524,1.0211,-0.417239,-0.417239,2.34806
1.92971,2.93408,0.839138,-0.191493,-0.191493,2.56615
1.62436,3.47732,1.30095,-0.825281,-0.825281,2.74501
1.83326,3.30113,0.923208,-0.425586,-0.425586,2.54645
1.71733,3.27961,0.947326,-0.331136,-0.331136,2.39364
1.95722,2.96041,0.764633,-0.281883,-0.281883,2.39519
1.81462,2.8909,0.807464,-0.295473,-0.295473,3.02791
1.87159,3.28645,1.26232,-0.597974,-0.597974,2.15362
1.65467,3.17912,0.671258,-0.412805,-0.412805,3.12069
1.81198,3.00705,1.37339,-0.658479,-0.658479,2.39058
1.75865,3.35877,0.924516,-0.559418,-0.559418,3.36448
1.43105,3.41849,1.24255,-0.606811,-0.606811,2.67911
1.74968,3.45343,1.08814,-0.561008,-0.561008,2.43161
1.81813,2.99886,0.817119,-0.402898,-0.402898,2.57357
1.78064,3.35164,0.8427,-0.51713,-0.51713,2.86827
1.78193,3.25591,0.901321,-0.588235,-0.588235,2.2388
1.68552,3.19864,1.18054,-0.273641,-0.273641,3.09919
1.84168,3.43122,1.01496,-0.264839,-0.264839,2.68479
1.86593,3.0587,0.946219,-0.332999,-0.332999,2.37542
1.65137,3.43059,1.16805,-0.523597,-0.523597,2.75358
1.74379,3.08162,1.27697,-0.494541,-0.494541,2.66187
1.63864,3.15902,1.12152,-0.77903,-0.77903,3.47218
1.81077,3.26584,0.910898,-0.219808,-0.219808,2.10105
1.67345,3.26049,1.16518,-0.330056,-0.330056,2.21874
1.69295,3.14651,1.03455,-0.376452,-0.376452,2.28656
1.79562,3.12356,1.14486,-0.580176,-0.580176,3.09188
1.77539,3.17123,0.97575,-0.522007,-0.522007,2.60017
1.85193,2.9954,0.928536,-0.486452,-0.486452,2.55656
1.79896,3.14847,1.00644,-0.514974,-0.514974,2.58531
1.77827,3.26823,0.977134,-0.418087,-0.418087,1.86116
1.75591,3.21473,0.925777,-0.38143,-0.38143,1.96593
1.80265,3.23113,0.865125,-0.293236,-0.293236,1.9941
1.83487,3.05872,0.879304,-0.253414,-0.253414,2.08138
1.49115,3.2769,1.24713,-0.589641,-0.589641,2.71334
1.71859,2.9745,1.05949,-0.237268,-0.237268,2.32226
1.97193,3.28529,0.955506,-0.529501,-0.529501,2.38315
1.78093,3.40777,1.05796,-0.42634,-0.42634,2.62765
1.75958,3.40262,1.06418,-0.378208,-0.378208,2.23638
1.76343,3.11479,1.0246,-0.427332,-0.427332,2.96247
1.58478,3.31798,1.15545,-0.568327,-0.568327,2.81859
1.88605,3.27276,0.977375,-0.545081,-0.545081,2.48547
1.73727,3.08496,1.16025,-0.307877,-0.307877,2.63597
1.75014,3.38128,0.869492,-0.539405,-0.539405,2.53654
1.60171,3.40087,1.09163,-0.225655,-0.225655,2.36038
1.7715,3.07672,1.04803,-0.739868,-0.739868,3.27312
1.88427,3.09282,1.10782,-0.65247,-0.65247,2.9593
1.68757,3.22934,0.967399,-0.285177,-0.285177,2.38627
1.80573,3.23746,1.00036,-0.507436,-0.507436,2.59278
1.77456,3.10048,0.839846,-0.431575,-0.431575,1.87183
1.6976,3.30335,0.864527,-0.378114,-0.378114,2.17537
1.6935,3.45526,0.818565,-0.423,-0.423,2.59608
1.65354,3.40947,1.03711,-0.358572,-0.358572,2.36951
1.62694,3.24712,1.07046,-0.633666,-0.633666,3.15877
1.72792,3.35218,1.15757,-0.430523,-0.430523,1.76548
1.77164,3.3142,0.996863,-0.448927,-0.448927,2.34438
1.76569,3.17579,1.00825,-0.334709,-0.334709,2.6155
1.83906,3.15278,1.01401,-0.39072,-0.39072,2.48711
2.00501,3.19368,1.16359,-0.197263,-0.197263,2.0992
1.67176,3.02285,0.810027,-0.443158,-0.443158,2.83975
1.63305,3.14549,0.889616,-0.618163,-0.618163,3.07295
1.76643,3.45809,1.40876,-0.358295,-0.358295,2.20327
1.7278,3.10007,1.01334,-0.327403,-0.327403,2.49216
1.77507,3.42875,1.10493,-0.488033,-0.488033,2.40788
1.67466,3.16048,1.21846,-0.426652,-0.426652,2.27035
1.69105,3.30462,1.16351,-0.308065,-0.308065,2.24451
1.84347,3.08,1.17372,-0.266849,-0.266849,2.15718
1.62305,3.28944,0.950939,-0.618285,-0.618285,2.83089
1.60897,3.33096,1.20715,-0.290245,-0.290245,2.49267
1.93769,3.21765,0.980191,-0.474276,-0.474276,2.68494
1.58759,3.28637,1.28161,-0.387483,-0.387483,2.6903
1.58535,3.1791,1.3344,-0.329951,-0.329951,2.69722
1.8637,3.34689,0.795308,-0.477799,-0.477799,2.45344
1.8715,3.24477,0.984424,-0.559079,-0.559079,2.55219
1.58161,3.18866,1.07195,-0.289578,-0.289578,2.50124
1.85579,2.96468,1.09896,-0.630892,-0.630892,2.21127
1.68991,3.35129,0.871792,-0.140112,-0.140112,3.25284
1.88116,3.22091,1.24935,-0.47459,-0.47459,2.26668
1.69003,3.18666,0.918654,-0.503837,-0.503837,2.93713
1.86344,3.21257,1.00339,-0.327817,-0.327817,2.42411
1.55727,3.34725,1.04418,-0.649595,-0.649595,2.32266
1.74164,3.45733,0.814523,-0.311305,-0.311305,2.79446
1.67231,3.1044,1.31478,-0.471469,-0.471469,2.348
1.75422,3.33514,0.833227,-0.467867,-0.467867,2.69461
1.76984,3.13179,1.18381,-0.358336,-0.358336,2.44774
1.61325,3.23285,1.0354,-0.324698,-0.324698,2.87141
1.86209,3.27295,1.11473,-0.743553,-0.743553,2.85659
1.73421,3.41879,0.914975,-0.240469,-0.240469,2.38829
1.68287,3.09006,1.05171,-0.421955,-0.421955,2.44639
1.65817,3.11265,1.03773,-0.284713,-0.284713,2.33458
1.73097,3.35629,0.921554,-0.454444,-0.454444,2.54306
1.71501,3.046,1.24033,-0.662134,-0.662134,3.53601
1.72824,3.08494,1.20548,-0.580089,-0.580089,3.16924
1.75667,3.01762,0.940952,-0.306418,-0.306418,3.15307
1.83814,3.01945,1.09407,-0.213065,-0.213065,2.91675
1.70099,3.48961,1.12183,-0.423418,-0.423418,2.73427
1.65962,3.06184,0.935873,-0.487089,-0.487089,2.27077
1.90495,3.24272,1.03094,-0.0777175,-0.0777175,2.68345
1.85063,2.93857,1.22028,-1.04057,-1.04057,3.18766
1.91964,3.23528,1.17763,-0.653882,-0.653882,2.75188
1.76977,2.93629,1.09286,-0.2494,-0.2494,2.92187
1.63941,3.37117,0.824991,-0.28725,-0.28725,3.00607
1.70693,3.18851,1.07872,-0.5182,-0.5182,2.31905
1.71378,3.20123,1.20277,-0.47049,-0.47049,2.14789
1.74305,3.43373,1.09403,-0.397508,-0.397508,3.03989
1.63262,3.16894,1.01585,-0.263833,-0.263833,3.01496
1.98189,3.20095,1.24846,-0.679519,-0.679519,2.36307
1.92893,3.07124,1.16271,-0.631555,-0.631555,2.29083
1.62892,3.29928,0.886838,-0.249221,-0.249221,3.05356
1.88329,3.08477,1.07884,-0.450521,-0.450521,2.31568
1.79503,3.33156,0.952712,-0.31131,-0.31131,2.77964
1.80825,3.05431,0.912383,-0.389445,-0.389445,2.36663
