datetime,measured_from,lat,lng,dist,angle,angle_deg
2024:04:27 13:32:27,P1,45.828472222222224,15.220483333333334,0.16468725881077972,-1.3246017276906406,-75.89408853241085
2024:04:27 13:32:28,P1,45.828475000000005,15.220480555555556,0.5126053387350024,-0.8222099044123621,-47.10915739668319
2024:04:27 13:32:28,P1,45.828475000000005,15.220475,0.8794063711113512,-1.1628516601002727,-66.62649232352697
2024:04:27 13:32:31,P1,45.82848055555556,15.220477777777775,1.132972052532459,-0.549183167544633,-31.465877679933442
2024:04:27 13:32:34,P1,45.828472222222224,15.22048611111111,0.06899440441883357,0.9499307234693944,54.427021284605196
2024:04:27 13:32:38,P1,45.828475000000005,15.22048888888889,0.44235646276416335,0.6621247075308189,37.936951252849916
2024:04:27 13:32:39,P1,45.828475000000005,15.220494444444444,0.7853813823406143,1.110494231624766,63.62663264572235
2024:04:27 13:32:40,P1,45.828475000000005,15.220491666666668,0.5997205832482572,0.9499306754084216,54.427018530914296
2024:04:27 13:32:44,P1,45.828472222222224,15.22048888888889,0.27490392530686475,1.424269663077504,81.60464058286071
2024:04:27 13:32:46,P1,45.828472222222224,15.220491666666668,0.4894463345559755,1.4886996735450793,85.29620825663649
2024:04:27 13:32:50,P1,45.82846944444445,15.220491666666668,0.5568633614327984,2.0741410559470803,118.83952862057566
2024:04:27 13:32:52,P1,45.82846388888889,15.22048888888889,0.9268915052276795,2.843802001205824,162.93785243995117
2024:04:27 13:32:53,P1,45.82846388888889,15.22048611111111,0.8878715632248992,3.078345016442558,176.3761773272886
2024:04:27 13:32:54,P1,45.82846388888889,15.220480555555556,0.9623995368838414,-2.7407066764064876,-157.03092544141876
2024:04:27 13:32:55,P1,45.82846388888889,15.220483333333334,0.9003763544760032,-2.96325474030336,-169.78199024151732
2024:04:27 13:32:56,P1,45.82846944444445,15.22048611111111,0.2744071862341081,2.9356320577544563,168.19932711263547
2024:04:27 13:32:58,P1,45.82846944444445,15.220483333333334,0.31250755323608076,-2.605132955368154,-149.2631234130383
2024:04:27 13:32:59,P1,45.82846944444445,15.220480555555556,0.46173179198198894,-2.1916618831466406,-125.57297602399672
2024:04:27 13:33:00,P1,45.82846944444445,15.220477777777775,0.6495422501315609,-1.9971279999182452,-114.42700554271886
2024:04:27 13:33:01,P1,45.828472222222224,15.220475,0.8082379128216234,-1.52111623597587,-87.15354047024316
2024:04:27 13:33:02,P1,45.828472222222224,15.220480555555556,0.3776998335809401,-1.46432896685806,-83.89986961971903
2024:04:27 13:33:07,P1,45.82846944444445,15.22048888888889,0.38224501030443814,2.3499963738652423,134.64487409352589
2024:04:27 13:33:13,P1,45.828472222222224,15.220494444444444,0.7047814315189096,1.513816204231638,86.73527946098713
2024:04:27 13:33:17,P1,45.828472222222224,15.220477777777775,0.5927613696145951,-1.5030329244892064,-86.11744304243689
2024:04:27 13:33:21,P1,45.828475000000005,15.220477777777775,0.6866389879107806,-1.0378191539941468,-59.46265742170226
