,datetime,measured_from,precise,lat,lng,ghpe
222,2024:04:27 13:35:03,P2,on,45.82844166666667,15.220272222222222,4.59267167748548
223,2024:04:27 13:38:11,P3,off,45.80892222222222,15.227494444444444,3335.101204819277
224,2024:04:27 13:37:12,P3,on,45.82836666666667,15.220605555555556,4.745352767215885
225,2024:04:27 13:32:32,P1,on,45.82848055555556,15.220477777777777,4.757909614757366
226,2024:04:27 13:37:53,P3,off,45.80892222222222,15.227494444444444,3335.101204819277
227,2024:04:27 13:34:43,P2,on,45.828430555555556,15.220244444444445,3.5355339046563916
228,2024:04:27 13:33:08,P1,on,45.82846944444445,15.22048611111111,4.74520497296298
229,2024:04:27 13:33:04,P1,on,45.828472222222224,15.220483333333334,4.747539915281851
230,2024:04:27 13:35:04,P2,on,45.82844166666667,15.220272222222222,4.59267167748548
231,2024:04:27 13:34:49,P2,on,45.828430555555556,15.220244444444445,4.592671694587199
232,2024:04:27 13:34:02,P1,off,45.80892222222222,15.227494444444444,3335.101204819277
233,2024:04:27 13:37:38,P3,on,45.82836666666667,15.220605555555556,4.730360429903213
234,2024:04:27 13:35:00,P2,on,45.82844166666667,15.220269444444444,4.59267167748548
235,2024:04:27 13:37:30,P3,on,45.82836666666667,15.220605555555556,4.726467377613569
236,2024:04:27 13:33:21,P1,on,45.828475000000005,15.220477777777777,4.755516260475129
237,2024:04:27 13:33:59,P1,off,45.80892222222222,15.227494444444444,3335.101204819277
238,2024:04:27 13:34:51,P2,on,45.828430555555556,15.220247222222222,4.592671694587199
239,2024:04:27 13:33:19,P1,on,45.828472222222224,15.220475,4.757688671375341
240,2024:04:27 13:32:28,P1,on,45.828475000000005,15.220480555555556,4.756705232711018
241,2024:04:27 13:32:40,P1,on,45.828475000000005,15.220494444444444,4.7565641181845875
242,2024:04:27 13:37:15,P3,on,45.82836666666667,15.220605555555556,4.733529932173401
243,2024:04:27 13:38:02,P3,off,45.80892222222222,15.227494444444444,3335.101204819277
244,2024:04:27 13:38:16,P3,off,45.80892222222222,15.227494444444444,3335.101204819277
245,2024:04:27 13:36:48,P3,on,45.82840277777778,15.220358333333333,4.59267152481782
246,2024:04:27 13:36:38,P3,on,45.82842222222222,15.2203,3.5355339046563916
247,2024:04:27 13:33:03,P1,on,45.828472222222224,15.220480555555556,4.761970300615719
248,2024:04:27 13:38:04,P3,off,45.80892222222222,15.227494444444444,3335.101204819277
249,2024:04:27 13:32:29,P1,on,45.828475000000005,15.220475,4.759924331451174
250,2024:04:27 13:36:51,P3,on,45.82840277777778,15.220358333333333,4.592671488206697
251,2024:04:27 13:33:02,P1,on,45.828472222222224,15.220475,4.76286051610727
252,2024:04:27 13:35:53,P2,off,45.80892222222222,15.227494444444444,3335.101204819277
253,2024:04:27 13:35:47,P2,off,45.80892222222222,15.227494444444444,3335.101204819277
254,2024:04:27 13:35:48,P2,off,45.80892222222222,15.227494444444444,3335.101204819277
255,2024:04:27 13:35:42,P2,off,45.80892222222222,15.227494444444444,3335.101204819277
256,2024:04:27 13:34:40,P2,on,45.828430555555556,15.220241666666666,3.5355339046563916
257,2024:04:27 13:35:20,P2,on,45.82843333333334,15.220286111111111,4.761926605504587
258,2024:04:27 13:34:59,P2,on,45.82843888888889,15.220263888888889,4.59267167748548
259,2024:04:27 13:32:36,P1,on,45.828472222222224,15.220483333333334,4.760868148341263
260,2024:04:27 13:33:05,P1,on,45.828472222222224,15.220483333333334,4.747539915281851
261,2024:04:27 13:33:48,P1,off,45.80892222222222,15.227494444444444,3335.101204819277
262,2024:04:27 13:32:50,P1,on,45.828472222222224,15.220491666666668,4.759344025950622
263,2024:04:27 13:34:33,P2,on,45.828430555555556,15.220219444444444,4.613152985074627
264,2024:04:27 13:38:22,P3,off,45.80892222222222,15.227494444444444,3335.101204819277
265,2024:04:27 13:32:31,P1,on,45.82848055555556,15.220477777777777,4.757909614757366
266,2024:04:27 13:38:17,P3,off,45.80892222222222,15.227494444444444,3335.101204819277
267,2024:04:27 13:33:40,P1,off,45.80892222222222,15.227494444444444,3335.101204819277
268,2024:04:27 13:35:41,P2,off,45.80892222222222,15.227494444444444,3335.101204819277
269,2024:04:27 13:34:00,P1,off,45.80892222222222,15.227494444444444,3335.101204819277
270,2024:04:27 13:32:41,P1,on,45.828475000000005,15.220491666666668,4.758963154235773
271,2024:04:27 13:33:53,P1,off,45.80892222222222,15.227494444444444,3335.101204819277
272,2024:04:27 13:33:12,P1,on,45.828475000000005,15.22048888888889,4.754206515624201
273,2024:04:27 13:36:44,P3,on,45.82840277777778,15.220358333333333,3.5355339046563916
274,2024:04:27 13:34:37,P2,on,45.828425,15.220225000000001,4.048104633119042
275,2024:04:27 13:34:58,P2,on,45.82843333333334,15.22025,4.592671694587199
276,2024:04:27 13:33:16,P1,on,45.828472222222224,15.22048611111111,4.756394774398946
277,2024:04:27 13:36:51,P3,on,45.82840277777778,15.220358333333333,4.592671495526203
278,2024:04:27 13:34:50,P2,on,45.828430555555556,15.220244444444445,4.592671694587199
279,2024:04:27 13:37:30,P3,on,45.82836666666667,15.220605555555556,4.7263341067285385
280,2024:04:27 13:34:47,P2,on,45.828430555555556,15.220244444444445,4.169383434771103
281,2024:04:27 13:33:50,P1,off,45.80892222222222,15.227494444444444,3335.101204819277
282,2024:04:27 13:33:52,P1,off,45.80892222222222,15.227494444444444,3335.101204819277
283,2024:04:27 13:35:37,P2,off,45.80892222222222,15.227494444444444,3335.101204819277
284,2024:04:27 13:32:55,P1,on,45.82846388888889,15.220483333333334,4.752335603640528
285,2024:04:27 13:36:44,P3,on,45.82840277777778,15.220358333333333,3.5355339046563916
286,2024:04:27 13:33:06,P1,on,45.828472222222224,15.22048888888889,4.757363092498849
287,2024:04:27 13:32:52,P1,on,45.82846388888889,15.22048888888889,4.760993441565423
288,2024:04:27 13:37:39,P3,on,45.82836666666667,15.220605555555556,4.73062389789235
289,2024:04:27 13:33:10,P1,on,45.82846944444445,15.22048888888889,4.751959154595108
290,2024:04:27 13:37:43,P3,on,45.82836666666667,15.220605555555556,4.730914448844277
291,2024:04:27 13:33:59,P1,off,45.80892222222222,15.227494444444444,3335.101204819277
292,2024:04:27 13:35:10,P2,on,45.828430555555556,15.220294444444445,4.758628081457664
293,2024:04:27 13:34:00,P1,off,45.80892222222222,15.227494444444444,3335.101204819277
