datetime,measured_from,lat,lng,dist,angle,angle_deg
2024:04:27 13:34:30,P2,45.82845555555556,15.22018888888889,5.779370245520441,-1.0991350259883639,-62.97579810413531
2024:04:27 13:34:32,P2,45.82843055555556,15.220219444444444,2.778313044086199,-1.6258022374431287,-93.15160652841742
2024:04:27 13:34:32,P2,45.82843333333334,15.220213888888887,3.2095839761620093,-1.522173371389292,-87.21410986780604
2024:04:27 13:34:34,P2,45.828425,15.220222222222224,2.6717063392509646,-1.863240443865861,-106.75581365159601
2024:04:27 13:34:35,P2,45.828425,15.220225,2.465815786977835,-1.8884783085901204,-108.20183678421817
2024:04:27 13:34:38,P2,45.828425,15.220233333333333,1.8617164637591674,-1.9973364526511193,-114.43894900454052
2024:04:27 13:34:39,P2,45.828425,15.22023888888889,1.4795328354689032,-2.1183427313813836,-121.37209807036834
2024:04:27 13:34:40,P2,45.82843055555556,15.220241666666666,1.0584710168689535,-1.715611167269599,-98.29727917006075
2024:04:27 13:34:42,P2,45.82843055555556,15.220244444444443,0.8454643239678729,-1.7524604706419038,-100.40858873129099
2024:04:27 13:34:51,P2,45.82843055555556,15.220247222222222,0.6343758306585864,-1.813969253282959,-103.932782379611
2024:04:27 13:34:57,P2,45.82843333333334,15.22025,0.42922325011426254,-1.198837927390983,-68.68835355971436
2024:04:27 13:34:59,P2,45.82843888888889,15.220263888888889,1.0294495995501411,0.7206777270605407,41.29179214965006
2024:04:27 13:35:00,P2,45.82844166666667,15.220269444444444,1.550986724117182,0.7985182317195106,45.75172454177746
2024:04:27 13:35:02,P2,45.82844166666667,15.220272222222222,1.7122342601557117,0.8865909965279171,50.79792225534747
2024:04:27 13:35:05,P2,45.82843333333334,15.220283333333333,2.1957555388050447,1.4996913889241894,85.92598715746854
2024:04:27 13:35:07,P2,45.82843055555556,15.220286111111111,2.410890785917701,1.634195762117334,93.6325200674883
2024:04:27 13:35:08,P2,45.82843333333334,15.22028888888889,2.626523622590575,1.5113681309435132,86.59501519363886
2024:04:27 13:35:09,P2,45.82843055555556,15.220294444444445,3.057384880013756,1.6207769716953855,92.86368001014007
2024:04:27 13:35:10,P2,45.82843055555556,15.22028888888889,2.6263326675684433,1.6289888387728235,93.3341853355997
2024:04:27 13:35:13,P2,45.82843055555556,15.220283333333333,2.1955270950263515,1.6404243948909056,93.98939443755081
2024:04:27 13:35:14,P2,45.82843055555556,15.220280555555556,1.980267105667488,1.6480075096374796,94.42387490809291
2024:04:27 13:35:16,P2,45.82843055555556,15.220277777777778,1.7651487574525677,1.657439583645374,94.9642929408003
2024:04:27 13:35:18,P2,45.82843333333334,15.220280555555556,1.9805203904019915,1.491948759561369,85.48236717264487
2024:04:27 13:35:19,P2,45.82843888888889,15.220283333333333,2.32277574422301,1.2313120757001519,70.54898520111163
2024:04:27 13:35:20,P2,45.82843333333334,15.220286111111111,2.4110988147503387,1.5060513016464494,86.2903833145256
