,datetime,measured_from,precise,lat,lng,ghpe
310,2024:04:02 14:32:40,P1,off,46.049816666666665,14.497625,5972.520491803279
311,2024:04:02 14:25:38,P3,off,46.049816666666665,14.497625,5972.520491803279
312,2024:04:02 14:23:42,P3,on,46.05014444444444,14.468591666666667,4.731677514276452
313,2024:04:02 14:19:47,P1,on,46.0507,14.469452777777779,4.593674981734683
314,2024:04:02 14:30:21,P2,off,46.049816666666665,14.497625,5972.520491803279
315,2024:04:02 14:17:40,P2,on,46.050925,14.468441666666667,3.5355339046563916
316,2024:04:02 14:32:34,P1,off,46.049816666666665,14.497625,5972.520491803279
317,2024:04:02 14:20:00,P1,on,46.0507,14.469452777777779,4.593674996470422
318,2024:04:02 14:25:46,P3,off,46.049816666666665,14.497625,5972.520491803279
319,2024:04:02 14:23:33,P3,on,46.05014444444444,14.468591666666667,4.730909611393401
320,2024:04:02 14:17:05,P2,on,46.05090833333333,14.468372222222222,4.786046424419695
321,2024:04:02 14:23:06,P3,on,46.05014444444444,14.468591666666667,4.593675322606341
322,2024:04:02 14:19:52,P1,on,46.0507,14.469452777777779,4.59367498799808
323,2024:04:02 14:20:18,P1,on,46.05073055555555,14.46945,4.74001744849339
324,2024:04:02 14:20:32,P1,on,46.050725,14.469436111111111,4.737548138639281
325,2024:04:02 14:19:57,P1,on,46.0507,14.469452777777779,4.593674996470422
326,2024:04:02 14:17:45,P2,on,46.050925,14.468441666666667,3.5355339046563916
327,2024:04:02 14:19:49,P1,on,46.0507,14.469452777777779,4.593674981734683
328,2024:04:02 14:23:32,P3,on,46.05014444444444,14.468591666666667,4.729961371318204
329,2024:04:02 14:20:29,P1,on,46.050725,14.469436111111111,4.738885474288056
330,2024:04:02 14:23:00,P3,on,46.05014166666666,14.468591666666667,4.593675322606341
