log_likelihood_ratio,likelihood_ratio,prob_A
1133.69,inf,1.0
644.598,8.8164e+279,
109.739,2.19239e-48,0.0
11.5677,105634.0,
2572.51,inf,
1129.24,inf,
1573.65,inf,
120.622,2.43014e+52,
1930.01,inf,
11201.9,inf,
5251.59,inf,
11159.0,inf,
10554.4,inf,1.0
8132.2,inf,
3100.9,inf,
4843.22,inf,
10160.4,inf,
1424.9,inf,
3221.23,inf,
1927.64,inf,1.0
2088.87,inf,
2132.71,inf,
5284.9,inf,
7897.44,inf,
1571.75,inf,
2660.43,inf,
271.933,1.25662e+118,
4212.9,inf,
6072.9,inf,
2585.21,inf,
2170.59,inf,
153.835,1.54945e-67,
1018.34,0.0,0.0
323.738,2.52661e-141,0.0
447.778,3.40825e-195,0.0
299.632,7.44176e-131,0.0
2843.56,inf,
2524.14,inf,1.0
1538.96,inf,
3935.99,inf,
4630.85,inf,
6057.56,inf,
3934.23,inf,
2976.27,inf,
925.558,inf,
8601.76,inf,
2449.42,inf,
3193.32,inf,
76.3873,1.49484e+33,
339.083,5.47375e-148,
1385.11,inf,
8734.04,inf,
5210.96,inf,
6539.64,inf,
6548.58,inf,
6582.07,inf,
5864.21,inf,
4594.47,inf,
4061.47,inf,1.0
8864.34,inf,
5604.26,inf,
7062.53,inf,
7170.16,inf,
3577.03,inf,
1337.84,inf,
22.917,1.115e-10,
1312.31,inf,
342.746,1.40382e-149,0.0
9738.91,inf,
7100.17,inf,1.0
3263.66,inf,
1610.22,inf,
2728.9,inf,
2404.93,inf,
4710.43,inf,
151.605,1.44132e-66,
463.653,4.34499e-202,
10941.6,inf,
3290.1,inf,
4305.46,inf,1.0
10694.8,inf,1.0
4446.57,inf,1.0
3341.42,inf,
2356.49,inf,
9114.64,inf,
6711.09,inf,
9186.09,inf,
14014.6,inf,
10008.3,inf,
7288.85,inf,
6471.33,inf,
9384.05,inf,
11202.3,inf,
2402.13,inf,
1449.05,inf,
5059.41,inf,
4136.83,inf,
4869.82,inf,
7166.55,inf,
8079.56,inf,
7763.11,inf,
6091.08,inf,
4595.98,inf,
2993.09,inf,
5142.67,inf,
1482.99,inf,
4803.79,inf,
17953.6,inf,
12295.0,inf,
6891.97,inf,
12573.9,inf,
6104.44,inf,
12286.5,inf,
3107.55,inf,
7767.98,inf,
8318.02,inf,
35.9336,2.47882e-16,
3.39841,29.9164,
3120.43,inf,
8007.16,inf,
14302.0,inf,
4419.93,inf,
7298.44,inf,
1770.98,inf,
3843.06,inf,1.0
4517.99,inf,
12225.9,inf,
17739.1,inf,
2.20573,9.07686,
15822.6,inf,
1444.09,inf,
2587.69,inf,
258.748,2.35969e+112,
286.835,2.68622e-125,
575.453,8.24519e+249,
1434.57,inf,
2400.4,inf,
9198.45,inf,
11416.0,inf,
8835.13,inf,
377.439,8.31298e+163,
926.347,inf,
4923.83,inf,
2783.38,inf,
1502.29,inf,
2351.74,inf,
999.144,inf,
144.045,2.76659e-63,0.0
4740.12,inf,
2011.73,inf,1.0
1522.54,inf,
1747.31,inf,1.0
1243.19,inf,
1351.64,inf,1.0
4085.54,inf,
324.266,6.71334e+140,
1323.98,inf,
4265.2,inf,
9341.07,inf,
4796.28,inf,
5991.33,inf,
8431.3,inf,
2865.75,inf,
5467.4,inf,
9327.78,inf,
3848.82,inf,
7228.21,inf,
6164.19,inf,
5701.87,inf,
11227.7,inf,
6852.62,inf,
3269.3,inf,
3950.63,inf,1.0
2991.34,inf,
2663.85,inf,
1165.72,inf,
674.147,6.00093e+292,
2399.94,inf,
8344.07,inf,
10099.5,inf,
4426.12,inf,
10321.0,inf,
3830.56,inf,
24657.8,inf,
3100.54,inf,
1000.32,inf,
2267.87,inf,
2858.06,inf,
2860.3,inf,
726.57,inf,
4456.92,inf,
598.282,6.77053e+259,
1915.86,inf,
3671.23,inf,
4448.18,inf,
2406.63,inf,
1962.31,inf,
8939.2,inf,
610.681,1.64286e+265,
353.91,1.98966e-154,0.0
1333.61,inf,
386.677,8.54242e+167,
2767.86,inf,
83.5083,1.85006e+36,
2296.21,inf,
2838.33,inf,1.0
4396.85,inf,
4828.8,inf,
884.656,inf,
4424.63,inf,1.0
13107.2,inf,
10084.7,inf,
3553.14,inf,
5352.88,inf,
5398.78,inf,
4110.99,inf,
703.012,2.06176e+305,
2810.8,inf,
2968.78,inf,
1741.18,inf,
1009.61,inf,
7531.18,inf,
426.961,2.67241e+185,
6981.4,inf,
1441.1,inf,
7447.72,inf,
6133.78,inf,
7757.81,inf,
7527.03,inf,
2871.67,inf,
2271.86,inf,
9974.77,inf,1.0
9704.98,inf,
2845.41,inf,
9473.61,inf,
4871.73,inf,
11191.8,inf,
2736.81,inf,
2364.89,inf,
8499.55,inf,
3510.22,inf,
301.158,6.1851e+130,
961.901,inf,
13327.2,inf,
7303.33,inf,
1926.7,inf,
2625.12,inf,
8473.65,inf,
1000.52,inf,
3139.22,inf,
3085.88,inf,
45.1279,3.97e+19,
17206.8,inf,
1141.66,0.0,
1528.02,inf,
4437.92,inf,
3221.68,inf,
5921.26,inf,
8959.03,inf,
4219.23,inf,
13170.4,inf,
3159.87,inf,
4432.18,inf,
4618.81,inf,
521.126,2.09975e+226,
1050.04,inf,
856.861,inf,
398.113,7.90938e+172,
3469.53,inf,
3038.85,inf,1.0
1082.46,inf,
546.502,2.20188e+237,
814.269,0.0,0.0
21814.4,inf,
2252.2,inf,
3500.65,inf,
1490.13,inf,
4766.12,inf,
6451.12,inf,
2994.85,inf,
10105.8,inf,
6779.88,inf,
10487.0,inf,
7768.65,inf,
8849.9,inf,1.0
1750.66,inf,
3856.55,inf,
4896.31,inf,1.0
3346.48,inf,
7356.19,inf,
11455.0,inf,
9383.05,inf,
11946.2,inf,
10811.3,inf,
3391.82,inf,
9597.92,inf,
3464.62,inf,
6041.43,inf,
3662.15,inf,
4130.4,inf,
5735.95,inf,
6375.16,inf,
6934.98,inf,
5996.22,inf,1.0
7231.26,inf,
5547.24,inf,
4129.94,inf,
7404.5,inf,1.0
11548.8,inf,1.0
12811.2,inf,1.0
1509.34,inf,
3485.17,inf,1.0
2690.02,inf,
11211.0,inf,
5340.97,inf,
5681.17,inf,
10539.1,inf,
2786.27,inf,
9507.01,inf,
3980.81,inf,
1229.52,inf,
2322.26,inf,
1207.15,inf,
361.185,7.25821e+156,
10255.3,inf,1.0
5248.32,inf,
12286.6,inf,
3106.68,inf,
6635.78,inf,
5591.77,inf,
14277.5,inf,1.0
1288.35,inf,
17307.6,inf,
5505.81,inf,
11307.9,inf,
11780.4,inf,1.0
2823.09,inf,
2571.69,inf,
5200.15,inf,
10784.6,inf,1.0
8227.25,inf,
2561.43,inf,
10001.4,inf,1.0
817.311,inf,
13653.5,inf,
1049.95,inf,
836.512,inf,
3758.19,inf,
5940.08,inf,
321.789,5.6401e+139,
1413.34,inf,1.0
5889.79,inf,
1776.84,inf,
1789.85,inf,
1992.86,inf,
4875.34,inf,
1037.98,inf,
697.49,8.24354e+302,
720.621,inf,
408.058,1.64977e+177,
9660.88,inf,
3883.0,inf,1.0
7879.89,inf,1.0
6279.59,inf,
2699.34,inf,
2010.18,inf,1.0
1377.17,inf,
14602.2,inf,
10594.6,inf,
5274.5,inf,
5488.78,inf,
7270.61,inf,
9549.4,inf,
6775.75,inf,
3499.01,inf,
9672.59,inf,
6883.31,inf,
6425.8,inf,
2531.71,inf,
10200.9,inf,
6787.88,inf,
1437.98,inf,
7555.53,inf,
775.766,inf,
2086.85,inf,
2652.3,inf,
5739.64,inf,
2832.57,inf,
1570.71,inf,1.0
2983.68,inf,1.0
2273.02,inf,
490.624,1.18975e+213,1.0
4897.34,inf,
730.901,inf,
751.703,inf,
1409.39,inf,
7312.3,inf,
8434.64,inf,
6944.04,inf,
4973.4,inf,
8060.08,inf,
8597.62,inf,
3450.26,inf,
236.96,8.13666e+102,
973.141,inf,
4873.59,inf,
2793.71,inf,
9606.77,inf,
6688.13,inf,
12008.8,inf,
6834.56,inf,1.0
1113.39,inf,
1775.54,inf,
15086.1,inf,
2580.44,inf,
261.904,1.80573e-114,
629.882,2.79122e-274,0.0
3968.29,inf,
6312.66,inf,
18039.4,inf,
20446.6,inf,
2399.2,inf,
3808.15,inf,
4959.89,inf,
5775.55,inf,
2559.14,inf,
322.354,9.92369e+139,
1167.83,inf,
4626.49,inf,
563.394,4.77285e+244,
4730.09,inf,
4355.23,inf,
3608.88,inf,
11267.8,inf,
2827.89,inf,
2572.1,inf,
7765.24,inf,
8394.87,inf,
9424.38,inf,1.0
529.36,7.9103e+229,
923.259,inf,
1443.96,inf,
1216.51,inf,
2981.69,inf,
3470.56,inf,
3051.68,inf,
4143.77,inf,
8858.45,inf,
6374.6,inf,
11665.4,inf,
5614.98,inf,1.0
7312.42,inf,1.0
6275.59,inf,
2715.08,inf,
2920.8,inf,
6481.56,inf,
5827.51,inf,
426.852,2.39543e+185,
2492.54,inf,
1610.92,inf,
5388.13,inf,
3231.93,inf,
3749.37,inf,
8789.18,inf,
14488.8,inf,
12778.9,inf,
8205.62,inf,
4450.36,inf,
2121.4,inf,
3613.14,inf,
5552.43,inf,
2854.61,inf,
5591.24,inf,1.0
2716.16,inf,
7454.84,inf,
3122.32,inf,
3551.29,inf,
2071.27,inf,
13859.4,inf,
3555.59,inf,
3195.97,inf,
3880.91,inf,
7190.21,inf,
6303.58,inf,
4623.38,inf,
5532.23,inf,
22022.6,inf,
5136.53,inf,
3080.18,inf,
3100.11,inf,
3336.28,inf,
3998.27,inf,
7379.43,inf,
5976.03,inf,1.0
2787.68,inf,
7251.06,inf,1.0
5577.11,inf,1.0
4005.95,inf,
2848.86,inf,
16043.1,inf,
6836.19,inf,
7440.39,inf,
12321.8,inf,
7147.6,inf,
4086.04,inf,
1314.93,inf,
1240.48,inf,
313.352,8.18627e-137,
480.858,1.46548e-209,0.0
2639.64,inf,
14100.7,inf,1.0
12808.0,inf,
11887.3,inf,
8449.18,inf,
5199.79,inf,
5728.65,inf,
990.813,inf,
2317.7,inf,
3107.3,inf,
12247.0,inf,
7292.76,inf,
5045.16,inf,
7637.02,inf,
4162.59,inf,
2087.46,inf,
1619.57,inf,
1004.13,inf,
6636.77,inf,
754.076,0.0,
7288.86,inf,1.0
3778.28,inf,
12686.1,inf,
1365.12,inf,1.0
2264.07,inf,
11970.0,inf,1.0
7397.47,inf,1.0
9260.78,inf,
7161.45,inf,
2816.29,inf,
4672.07,inf,
5845.3,inf,
25707.6,inf,
4786.2,inf,
11516.5,inf,
6752.32,inf,
6035.49,inf,
3348.52,inf,
4670.54,inf,
11428.0,inf,
12501.9,inf,1.0
6541.14,inf,
4545.32,inf,
11796.7,inf,
7012.82,inf,1.0
8821.51,inf,
6225.93,inf,
2555.27,inf,
9804.73,inf,
10129.4,inf,
1249.24,inf,
5763.3,inf,
2568.7,inf,
6688.97,inf,
2082.69,inf,
2886.62,inf,
5985.7,inf,
1257.27,inf,
599.672,2.71855e+260,
1536.41,inf,
4491.26,inf,
1812.12,inf,
162.681,4.48256e+70,
2472.82,inf,
6351.67,inf,
13217.7,inf,
3314.32,inf,
3882.28,inf,
3771.83,inf,
10555.2,inf,
973.473,inf,
1538.31,inf,
1795.26,inf,
6820.06,inf,
3528.36,inf,
5472.22,inf,
5999.77,inf,
20.5142,811367000.0,
3823.38,inf,
363.24,5.66471e+157,
9973.26,inf,
4970.62,inf,
16201.5,inf,
19082.4,inf,
4787.37,inf,1.0
825.284,inf,1.0
7927.65,inf,
14183.3,inf,
3289.53,inf,1.0
1457.85,inf,
1264.86,inf,
2179.61,inf,
15429.7,inf,
5471.48,inf,
17184.8,inf,1.0
1665.19,inf,
4416.72,inf,
2296.23,inf,
5858.88,inf,
15846.9,inf,
9484.68,inf,
3237.41,inf,
15061.5,inf,
5758.99,inf,
9106.17,inf,
7510.06,inf,
5802.65,inf,
7309.29,inf,
5522.59,inf,
2110.09,inf,
3345.16,inf,
8916.03,inf,1.0
3869.13,inf,1.0
3284.83,inf,1.0
7381.69,inf,
13643.5,inf,1.0
2817.7,inf,
195.697,1.02346e-85,
1146.91,inf,
1067.31,inf,
2087.13,inf,
7072.72,inf,
3308.22,inf,
3390.12,inf,
5433.93,inf,
2199.89,inf,
5701.79,inf,
5423.22,inf,
10573.3,inf,
7491.85,inf,
11859.1,inf,
4032.7,inf,
2307.82,inf,
2784.7,inf,1.0
1134.22,inf,
3580.98,inf,
13723.8,inf,
10982.9,inf,
6927.3,inf,
5777.94,inf,
5.1308,0.00591185,
1469.16,inf,
2961.54,inf,
2.17319,0.113814,
2607.0,inf,
807.002,inf,
1468.57,inf,
2605.22,inf,1.0
5918.81,inf,
21943.4,inf,1.0
3849.0,inf,1.0
1174.21,inf,
1045.34,inf,
4449.63,inf,
5071.77,inf,
5360.74,inf,
1109.59,inf,
3743.79,inf,
4747.57,inf,
932.343,inf,
13044.5,inf,
7640.46,inf,
15578.8,inf,
11377.2,inf,
11688.9,inf,
7487.41,inf,
1784.06,inf,
9285.24,inf,
1180.85,inf,
3126.64,inf,
1931.44,inf,
3506.95,inf,1.0
6817.76,inf,1.0
6356.74,inf,
3624.15,inf,1.0
8601.52,inf,
5823.8,inf,
3230.49,inf,
1460.4,inf,
9264.99,inf,
6584.45,inf,
6465.68,inf,
2965.06,inf,
2541.01,inf,
4120.63,inf,
3296.97,inf,
2966.78,inf,
2281.31,inf,
10640.9,inf,
11686.7,inf,
4120.42,inf,
3936.86,inf,
6107.25,inf,
1609.42,inf,
727.618,9.98575e-317,0.0
268.003,4.05455e-117,
2328.26,inf,
687.717,2.12949e-299,0.0
752.863,0.0,0.0
13078.3,inf,
422.093,4.86856e-184,0.0
1001.37,inf,
2550.48,inf,
8069.31,inf,
2396.61,inf,
3534.97,inf,
9273.56,inf,
2271.66,inf,
452.442,3.21439e-197,
198.618,5.51322e-87,
1799.57,inf,
1051.46,inf,1.0
1931.83,inf,
19239.4,inf,
2222.85,inf,
1083.98,inf,
1054.01,0.0,0.0
550.088,1.25868e-239,0.0
756.984,0.0,0.0
333.108,2.15264e-145,0.0
885.377,0.0,0.0
994.641,0.0,0.0
781.784,inf,
956.688,0.0,0.0
1441.08,inf,
411.57,1.80873e-179,
3402.26,inf,1.0
2771.0,inf,1.0
3204.49,inf,
2558.96,inf,
5656.18,inf,
3577.48,inf,
2307.45,inf,
8970.87,inf,
898.836,inf,
12457.8,inf,
7367.81,inf,
5800.34,inf,
6673.72,inf,
3764.79,inf,
11288.9,inf,
3557.39,inf,
7351.81,inf,
1540.92,inf,
3765.73,inf,
8480.18,inf,
2667.56,inf,1.0
1574.97,inf,
430.897,1.36791e+187,
152.01,1.03991e+66,
2229.66,inf,
7640.08,inf,
4552.84,inf,
2283.0,inf,
4375.29,inf,
125.123,4.5693e-55,
578.262,7.31331e-252,
319.762,1.34656e-139,
303.537,1.49809e-132,
471.029,3.67386e+204,
674.23,6.5192e+292,
276.232,9.24429e+119,
719.787,inf,
730.206,inf,
896.048,inf,
1860.17,inf,
1085.38,inf,
6298.9,inf,
2889.27,inf,
10480.8,inf,
9867.94,inf,1.0
6623.9,inf,1.0
1519.93,inf,
1439.8,inf,
1463.95,inf,
2329.66,inf,
6331.48,inf,
2217.75,inf,
1693.86,inf,
5496.54,inf,
1038.7,inf,
365.967,1.15513e-159,
1483.99,inf,
7059.25,inf,
7636.99,inf,
6198.2,inf,
7555.64,inf,
2642.23,inf,
5431.27,inf,
894.558,inf,
25.6642,139906000000.0,
2172.23,inf,
9926.35,inf,1.0
9639.14,inf,
6951.35,inf,
3963.17,inf,1.0
529.688,1.09802e+230,
817.865,0.0,
412.855,5.0055e-180,0.0
1518.31,inf,
1734.48,inf,
3655.95,inf,
7068.43,inf,1.0
16342.1,inf,1.0
10671.3,inf,
8823.57,inf,
3505.15,inf,
1455.69,inf,
6583.36,inf,
7888.6,inf,
14444.3,inf,
18227.4,inf,
5558.41,inf,
4413.85,inf,
4828.76,inf,
2974.89,inf,
5031.81,inf,
3187.65,inf,
8612.13,inf,
4162.26,inf,
5175.09,inf,
5010.65,inf,
6212.47,inf,
5239.77,inf,
8884.06,inf,
6449.96,inf,
2702.52,inf,
13213.0,inf,1.0
7729.79,inf,
8428.74,inf,
9358.65,inf,
7149.33,inf,
4418.0,inf,
6229.48,inf,
8819.2,inf,
7476.39,inf,
2648.06,inf,
697.618,9.36522e+302,
395.663,6.83023e+171,
7775.52,inf,
1392.85,inf,
4876.39,inf,
5359.77,inf,
2577.4,inf,
3508.4,inf,
637.129,1.98802e-277,
3283.06,inf,
5321.63,inf,1.0
6408.37,inf,
4419.37,inf,
2187.75,inf,
220.469,5.60324e+95,
6974.86,inf,
10301.6,inf,
164.819,2.63055e-72,
2954.54,inf,
2329.92,inf,
3273.95,inf,
4413.99,inf,
8946.47,inf,
3202.1,inf,
5890.66,inf,
8481.52,inf,
3088.95,inf,
1663.65,inf,
10893.3,inf,
3092.17,inf,
1013.08,0.0,0.0
831.622,0.0,0.0
1203.83,0.0,0.0
3750.03,inf,
641.864,5.72947e+278,
12902.6,inf,
2649.24,inf,
3983.15,inf,
6372.37,inf,
6891.07,inf,
10636.7,inf,
1642.44,inf,
12181.4,inf,1.0
21771.5,inf,
9746.82,inf,
5000.27,inf,
3536.24,inf,
11379.6,inf,
3379.65,inf,
711.248,inf,
1488.33,inf,
5920.69,inf,
7065.24,inf,
1444.06,inf,
3743.57,inf,
1693.75,inf,
4724.78,inf,
10865.3,inf,
8691.96,inf,
6606.16,inf,
9085.46,inf,
6169.66,inf,
7526.62,inf,
11428.6,inf,
10854.9,inf,
7669.16,inf,
3079.74,inf,
10321.4,inf,
4326.35,inf,
8511.6,inf,
2411.53,inf,
9417.3,inf,
12472.9,inf,
4497.64,inf,
4957.01,inf,
5676.25,inf,
11487.6,inf,
8285.82,inf,
13106.1,inf,
1824.63,inf,
1961.65,inf,
2735.17,inf,
1517.34,inf,
9794.39,inf,
7201.8,inf,
7560.67,inf,
2680.51,inf,
3722.19,inf,
2490.22,inf,
723.618,inf,1.0
226.577,2.51966e+98,
5467.41,inf,
2825.26,inf,
10826.7,inf,
8413.36,inf,
13705.5,inf,
3986.81,inf,
5120.93,inf,
14762.0,inf,
1994.56,inf,
3644.82,inf,
3219.1,inf,
375.626,1.35624e+163,
7683.01,inf,
3259.58,inf,
4250.55,inf,
4906.08,inf,
2154.18,inf,
186.152,6.99319e+80,
6288.47,inf,
7588.19,inf,
8349.29,inf,
6191.03,inf,1.0
4322.84,inf,1.0
6838.37,inf,
17640.8,inf,1.0
3892.57,inf,
5108.96,inf,
10786.3,inf,
368.957,5.80947e-161,
1033.37,inf,
134.93,3.97384e+58,
4689.25,inf,
8875.98,inf,
9743.04,inf,
2917.74,inf,
3633.01,inf,
846.411,inf,
5298.05,inf,
1992.44,inf,
18865.8,inf,
1979.04,inf,
2980.08,inf,
6335.83,inf,
7536.43,inf,
3951.06,inf,
1731.01,inf,
1201.45,inf,
1947.55,inf,
1620.51,inf,
10861.8,inf,1.0
13297.3,inf,1.0
4949.79,inf,
6494.44,inf,
2447.0,inf,
3109.44,inf,
4617.98,inf,
3808.43,inf,
3731.47,inf,
0.0811231,1.0845,
1705.02,inf,
1617.02,inf,
8712.35,inf,
5076.42,inf,
2374.96,inf,
1753.09,inf,
14533.5,inf,
3047.97,inf,
1814.24,inf,
7031.69,inf,
1833.19,inf,
2578.5,inf,
3554.56,inf,
632.353,4.23854e+274,
2164.63,inf,
666.582,3.11225e+289,
3443.94,inf,1.0
5139.38,inf,
339.885,2.45476e-148,2.45476e-148
7264.62,inf,
2896.26,inf,1.0
14551.8,inf,
2925.34,inf,
1740.03,inf,
3464.61,inf,
256.104,1.67636e+111,
4042.45,inf,
1688.57,inf,
1896.13,inf,
2726.03,inf,
20744.7,inf,1.0
2212.76,inf,
2469.97,inf,
2805.91,inf,
15175.0,inf,
9325.58,inf,
7078.07,inf,
10196.9,inf,
3895.19,inf,
9269.43,inf,
9233.46,inf,1.0
4578.58,inf,
2033.92,inf,
4181.62,inf,
4581.4,inf,1.0
6210.19,inf,1.0
5962.29,inf,
2807.3,inf,1.0
11047.4,inf,
8566.22,inf,
10074.2,inf,
2954.96,inf,
5155.87,inf,
5870.35,inf,
3801.39,inf,
7518.61,inf,
4392.2,inf,
9267.63,inf,
2656.86,inf,
1627.08,inf,
1914.98,inf,
257.277,5.42162e+111,
2797.92,inf,
17345.6,inf,
2903.51,inf,
1959.55,inf,
652.395,4.66178e-284,
187.342,2.2999e+81,1.0
2405.16,inf,1.0
390.089,3.85901e-170,3.85901e-170
940.216,inf,
573.652,7.34486e-250,
428.453,8.41704e-187,0.0
810.045,0.0,0.0
4007.87,inf,
243.641,6.48601e+105,
805.282,inf,
1428.26,inf,
9862.98,inf,
2552.23,inf,
656.512,1.31734e+285,
2668.06,inf,
13438.9,inf,
5166.0,inf,
6265.93,inf,
3866.03,inf,
6394.4,inf,
5444.56,inf,
8520.46,inf,
15322.7,inf,
3846.37,inf,
4025.75,inf,
4904.74,inf,
4206.76,inf,
9413.62,inf,
9270.81,inf,1.0
5524.21,inf,
5337.6,inf,
8951.43,inf,
5659.03,inf,
10776.3,inf,
4387.3,inf,
7016.78,inf,
5845.13,inf,
7568.26,inf,
3779.13,inf,
8081.16,inf,
1666.55,inf,
1422.01,inf,
288.331,6.01561e-126,0.0
2120.54,inf,
1418.3,inf,
690.004,4.62088e+299,
319.879,8.35212e+138,
1090.13,inf,
3722.6,inf,
3112.48,inf,
3216.63,inf,
2121.81,inf,1.0
2149.8,inf,1.0
4624.79,inf,
7047.66,inf,1.0
11398.6,inf,
6171.37,inf,
1298.3,inf,
9759.34,inf,
3199.21,inf,1.0
3775.14,inf,
10323.6,inf,
4746.39,inf,
6746.67,inf,
7598.29,inf,
8479.17,inf,
2482.75,inf,
3746.72,inf,
12103.1,inf,
2966.28,inf,
2781.34,inf,
1512.03,inf,
4273.93,inf,
5387.57,inf,
1187.13,inf,
3643.31,inf,
4643.72,inf,
3935.38,inf,
1687.12,inf,
5755.18,inf,
3881.58,inf,
3273.51,inf,1.0
552.26,6.97121e+239,
94.531,1.13317e+41,
12268.6,inf,
16556.0,inf,
1892.37,inf,
16191.2,inf,
4878.14,inf,1.0
8471.51,inf,
6659.96,inf,
5880.52,inf,
5255.96,inf,
25849.0,inf,
5286.11,inf,
1178.61,inf,
1382.51,inf,
2083.79,inf,
12.6371,3.2493e-06,
10244.5,inf,
449.268,1.30185e+195,1.0
792.738,inf,
141.44,2.66933e+61,
1472.35,inf,
893.46,inf,1.0
1090.1,inf,
6568.24,inf,
12116.8,inf,
3595.28,inf,
1788.77,inf,
13969.8,inf,
2414.28,inf,
5609.64,inf,
1409.31,inf,1.0
285.954,6.48364e-125,
1564.02,inf,
529.361,7.91826e+229,1.0
3108.35,inf,
2974.17,inf,
2200.94,inf,1.0
2141.75,inf,
11984.3,inf,
5709.11,inf,
4018.55,inf,
3609.47,inf,1.0
1700.3,inf,
2121.15,inf,1.0
478.144,4.52183e+207,
14153.1,inf,
2234.76,inf,1.0
4793.78,inf,
