mu_dist,mu_angle,sigma11,sigma21,sigma12,sigma22
0.548096,3.17884,0.0978212,0.148867,0.148867,4.69829
0.488578,2.83591,0.0595276,0.0351636,0.0351636,2.22875
0.488679,2.99355,0.0651581,0.0343819,0.0343819,2.79791
0.561454,2.67648,0.0828596,0.114733,0.114733,3.67306
0.52995,2.69766,0.0880181,0.100313,0.100313,3.38764
0.48645,2.88649,0.069139,0.101237,0.101237,2.98985
0.529347,2.7756,0.0786315,0.132472,0.132472,2.93722
0.545903,2.67092,0.0699933,0.162951,0.162951,3.27663
0.550518,2.72157,0.0588055,0.131026,0.131026,3.16309
0.481498,3.23317,0.108713,0.159965,0.159965,4.59436
0.560007,2.60178,0.0570047,0.0485062,0.0485062,2.306
0.536075,2.8977,0.0622456,0.0660689,0.0660689,2.41078
0.514397,2.9438,0.066598,0.0492696,0.0492696,2.56656
0.497567,2.91567,0.0748182,0.094531,0.094531,2.83129
0.528988,2.90225,0.063028,0.0874439,0.0874439,2.75573
0.518685,3.24247,0.0713609,0.0533869,0.0533869,2.51878
0.539396,2.59123,0.0779511,0.113566,0.113566,3.50437
0.554036,3.07074,0.0681735,0.022434,0.022434,3.22704
0.508012,2.85808,0.0797974,0.138618,0.138618,3.10525
0.551592,2.96858,0.076008,0.0261612,0.0261612,2.97431
0.578175,2.84331,0.0858621,0.187203,0.187203,3.06462
0.477899,3.01572,0.0608363,0.0128918,0.0128918,3.11116
0.485906,2.95371,0.0613941,0.0443594,0.0443594,3.11116
0.532965,2.93553,0.0783293,0.0582704,0.0582704,3.47477
0.531826,3.23621,0.0707831,0.0485161,0.0485161,2.35253
0.518711,2.55217,0.079181,0.122167,0.122167,3.86119
0.518711,2.55217,0.079181,0.122167,0.122167,3.86119
0.507527,3.09059,0.0632159,0.107034,0.107034,2.63507
0.538543,2.74267,0.0608852,0.0701998,0.0701998,3.10558
0.517427,2.83498,0.0518056,0.0266563,0.0266563,2.6184
0.562867,3.07945,0.0803402,0.214302,0.214302,3.85887
0.500391,2.77574,0.0627765,-0.00333053,-0.00333053,2.56224
0.46248,2.91151,0.0694235,0.0246489,0.0246489,2.88514
0.5044,2.80397,0.0751889,0.0315099,0.0315099,2.94053
0.514059,2.85256,0.074072,0.115247,0.115247,3.01382
0.552425,3.01464,0.0840007,0.113571,0.113571,2.55368
0.543529,2.81743,0.0659505,0.0894685,0.0894685,3.28988
0.515144,3.01035,0.0828601,0.057387,0.057387,2.73893
0.524298,2.96556,0.070524,0.164041,0.164041,3.82578
0.556861,2.95554,0.0973757,-0.0417075,-0.0417075,3.34373
0.490559,2.85075,0.0713894,0.154599,0.154599,3.00705
0.530419,2.79967,0.0680715,0.0197527,0.0197527,2.38032
0.52189,3.03561,0.0852152,0.19073,0.19073,4.35801
0.470443,2.87933,0.0826093,0.0607086,0.0607086,2.89859
0.550029,3.08856,0.080953,0.10254,0.10254,3.14001
0.487189,2.91521,0.0675101,0.0606982,0.0606982,3.08104
0.547296,2.79628,0.0747178,0.0657265,0.0657265,2.65986
0.481063,2.79696,0.0939225,0.155969,0.155969,2.98564
0.593012,2.89653,0.0661492,0.0270149,0.0270149,3.35484
0.542726,3.07767,0.101664,0.137062,0.137062,2.74354
0.547715,2.96527,0.0890008,0.113357,0.113357,3.128
0.551473,2.95481,0.0934745,0.105689,0.105689,2.55563
0.511037,2.96614,0.0486889,0.0283282,0.0283282,3.27985
0.518853,2.99862,0.0634398,0.00706308,0.00706308,3.60248
0.530418,2.89897,0.0816502,0.183004,0.183004,2.95621
0.489562,2.92493,0.0663347,-0.0205652,-0.0205652,2.70089
0.519552,2.80176,0.0792872,0.150173,0.150173,3.07966
0.532869,2.9433,0.0602887,0.0240934,0.0240934,2.91192
0.519641,3.05309,0.0614189,0.0434119,0.0434119,3.07964
0.52851,2.86399,0.0847975,0.146707,0.146707,3.0636
0.532503,2.92552,0.0645893,0.0331787,0.0331787,3.00115
0.509395,2.886,0.0793704,0.0462414,0.0462414,2.47652
0.539934,2.85875,0.0755934,0.0787077,0.0787077,2.70915
0.569989,2.90873,0.0779253,0.0627657,0.0627657,2.43012
0.502913,2.93555,0.0601052,0.107083,0.107083,2.75799
0.559308,2.90077,0.0941075,0.0510012,0.0510012,3.16133
0.558938,3.09237,0.101483,0.149729,0.149729,3.13729
0.496333,2.7403,0.057969,0.0596883,0.0596883,3.35562
0.582366,2.95,0.0727089,0.0347407,0.0347407,2.48485
0.490067,2.79004,0.0897826,0.162283,0.162283,3.02554
