datetime,measured_from,lat,lng,dist,angle,angle_deg
2024:04:02 14:16:18,P2,46.050925,14.468444444444444,1.6109933697166217,1.1565746471918723,66.26684597592649
2024:04:02 14:16:20,P2,46.050925,14.468441666666669,1.4168401568477342,1.0954684010480065,62.76571596999541
2024:04:02 14:16:35,P2,46.05093055555555,14.468436111111112,1.5136384908421148,0.5802418570994166,33.24540950862959
2024:04:02 14:16:36,P2,46.05093055555555,14.468444444444444,1.9435529314393742,0.8614555482457937,49.357767152612446
2024:04:02 14:16:38,P2,46.050925,14.468452777777776,2.2166368132534124,1.2739455355599194,72.99170251711672
2024:04:02 14:16:39,P2,46.05092222222222,14.468447222222222,1.7235246062350196,1.3724413467933383,78.63509680050886
2024:04:02 14:16:40,P2,46.05092222222222,14.468452777777776,2.1467233844314464,1.4119190870546672,80.8970047021967
2024:04:02 14:16:42,P2,46.050925,14.46845,2.0120439865583024,1.2426870089415625,71.20072086808753
2024:04:02 14:16:44,P2,46.050925,14.468438888888889,1.229635640374458,1.015374938706262,58.17669861122347
2024:04:02 14:16:45,P2,46.05091944444444,14.468436111111112,0.830390693505316,1.5336056186765414,87.86912938771532
2024:04:02 14:16:45,P2,46.050913888888886,14.468441666666669,1.3896661185052517,2.006603718819848,114.96992424363303
2024:04:02 14:16:46,P2,46.05091111111111,14.468436111111112,1.2207887846062435,2.394187202076566,137.17682204322242
2024:04:02 14:16:48,P2,46.05090833333333,14.468430555555557,1.268804641823965,2.820981227188892,161.63031840355913
2024:04:02 14:16:49,P2,46.05090833333333,14.468422222222223,1.228836560583725,-2.940809386427395,-168.49596619474696
2024:04:02 14:16:49,P2,46.05090277777777,14.468411111111113,2.130599996808883,-2.5963469962404337,-148.75972503604547
2024:04:02 14:16:51,P2,46.05090277777777,14.468405555555556,2.3821238860104503,-2.44140622526149,-139.88227278444893
2024:04:02 14:16:52,P2,46.05090833333333,14.468394444444444,2.680546217328903,-2.036686179364583,-116.6935222702152
2024:04:02 14:16:52,P2,46.05090277777777,14.468388888888889,3.3612560010865478,-2.1435624672389424,-122.81708249544118
2024:04:02 14:16:53,P2,46.05090277777777,14.468380555555555,3.9188812115039227,-2.054252867383104,-117.70001935369947
2024:04:02 14:16:55,P2,46.05090277777777,14.468377777777778,4.110436571518959,-2.0299388968140835,-116.30693145688929
2024:04:02 14:16:56,P2,46.05090277777777,14.468375,4.304204814943618,-2.007801947629359,-115.03857769730902
2024:04:02 14:16:58,P2,46.05090277777777,14.46836388888889,5.096317731784201,-1.9363286784470115,-110.94346102515804
2024:04:02 14:17:01,P2,46.05091111111111,14.468372222222222,4.21098233778623,-1.785064743849921,-102.27667598020184
2024:04:02 14:17:01,P2,46.05091111111111,14.468366666666666,4.632009213480682,-1.765326208762996,-101.14574122595015
2024:04:02 14:17:03,P2,46.05091111111111,14.468380555555555,3.5834204531218483,-1.8233432967726888,-104.4698755085446
2024:04:02 14:17:03,P2,46.05090833333333,14.468380555555555,3.6727578672972565,-1.9048334241246976,-109.1389158777983
2024:04:02 14:17:04,P2,46.05090833333333,14.468372222222222,4.287262611301364,-1.8554932173426923,-106.31193026888664
2024:04:02 14:17:07,P2,46.05090833333333,14.468391666666667,2.8742354923550844,-2.0030805732350716,-114.76806287101522
