mu_dist,mu_angle,sigma11,sigma21,sigma12,sigma22
2.11268,2.09649,1.42008,1.67492,1.67492,2.44299
2.14418,2.04152,1.56842,1.81871,1.81871,2.59826
2.01082,1.79162,1.14759,1.30594,1.30594,1.8882
2.12468,2.22413,1.46589,1.73469,1.73469,2.52394
1.87834,1.69529,1.15758,1.26511,1.26511,1.8471
2.24201,2.21464,1.74784,2.00727,2.00727,2.71908
2.23467,2.18262,1.73037,1.88674,1.88674,2.49737
1.87738,1.84294,1.09391,1.10966,1.10966,1.49387
2.29765,2.25309,1.76756,2.07389,2.07389,2.90104
2.17932,2.19144,1.4787,1.67938,1.67938,2.37552
2.01193,1.96044,1.36866,1.48847,1.48847,2.02612
1.9795,1.80107,1.11398,1.22126,1.22126,1.71626
2.08728,2.09638,1.16728,1.2657,1.2657,1.7838
1.95373,1.88266,1.33421,1.46731,1.46731,2.08916
1.96486,1.88168,1.2001,1.18082,1.18082,1.60839
2.03426,1.85182,1.17004,1.16757,1.16757,1.63253
1.90501,1.91834,1.20562,1.39392,1.39392,2.02647
2.23128,2.165,1.28404,1.38441,1.38441,1.94986
2.06982,1.96215,1.21358,1.31483,1.31483,1.81776
2.04616,1.9565,1.46332,1.59227,1.59227,2.12887
1.93172,1.89502,1.69042,1.95633,1.95633,2.59374
2.20592,2.22248,1.17331,1.29762,1.29762,1.86641
1.8218,1.73901,1.65421,1.8781,1.8781,2.56488
2.30077,2.24773,1.07769,1.15094,1.15094,1.64729
1.96109,1.91798,1.3632,1.55679,1.55679,2.23773
1.95388,1.91002,1.33195,1.54886,1.54886,2.25631
2.0327,1.90809,1.26024,1.43443,1.43443,2.08328
2.00067,1.96178,1.49788,1.60451,1.60451,2.30777
2.13298,2.03875,1.35051,1.53967,1.53967,2.18776
2.16643,2.06324,1.68187,1.79375,1.79375,2.3449
1.97758,1.90689,1.16121,1.32454,1.32454,1.93587
2.14465,2.16457,1.32556,1.40677,1.40677,1.92436
2.04238,1.98391,1.57182,1.67336,1.67336,2.23321
2.05969,1.95024,1.58211,1.70097,1.70097,2.2201
2.09843,2.03239,1.3422,1.45253,1.45253,2.04784
2.07337,2.00845,1.27206,1.44207,1.44207,2.08944
2.15115,2.10691,1.29123,1.46818,1.46818,2.09712
2.03816,1.97788,1.43463,1.54804,1.54804,2.08132
2.02813,1.9721,1.49288,1.48381,1.48381,1.8718
2.06411,1.9184,1.37294,1.41901,1.41901,1.83499
2.04284,1.97574,1.03215,1.21951,1.21951,1.94093
2.04864,1.9448,1.47038,1.72223,1.72223,2.29495
2.07802,2.03087,1.05998,1.16472,1.16472,1.89742
2.05005,1.91383,1.24504,1.27488,1.27488,1.90506
1.94336,1.78631,1.34818,1.44305,1.44305,1.90808
1.89318,1.79463,1.19361,1.27261,1.27261,1.72711
1.9584,1.89301,1.68494,1.85377,1.85377,2.37696
2.16779,2.18148,1.58665,1.78636,1.78636,2.38874
2.27732,2.36407,1.76032,1.8595,1.8595,2.29196
2.18042,2.01162,1.4137,1.66192,1.66192,2.31711
2.10809,1.98087,1.36338,1.33345,1.33345,1.71879
1.99488,2.00963,1.28912,1.56532,1.56532,2.37527
2.08668,1.92172,1.57347,1.58975,1.58975,2.04546
2.14465,2.07,1.37946,1.6623,1.6623,2.50317
2.05361,2.01065,1.46559,1.43905,1.43905,1.88224
2.09693,1.97886,1.52223,1.51159,1.51159,2.0434
2.02112,1.94442,1.69721,1.87578,1.87578,2.54281
1.99355,2.01669,1.50416,1.63735,1.63735,2.25414
2.14433,2.00639,1.69314,1.75059,1.75059,2.16177
2.07619,1.99727,1.68582,1.75765,1.75765,2.18119
1.9939,1.85247,1.16271,1.29526,1.29526,1.8058
2.14305,2.17237,1.20239,1.30994,1.30994,1.88957
2.13387,2.00382,1.53913,1.7316,1.7316,2.39493
1.98606,1.96476,1.1325,1.27898,1.27898,1.85104
2.0338,1.92174,1.21943,1.26531,1.26531,1.7211
2.0177,2.00327,1.68168,1.81776,1.81776,2.41355
1.98954,1.92915,1.33634,1.387,1.387,1.88283
2.03651,1.94311,1.2572,1.43871,1.43871,2.05978
2.07504,1.96408,1.30899,1.39129,1.39129,1.80401
2.05922,2.01126,1.28074,1.37934,1.37934,1.83037
2.05679,1.97097,1.2623,1.39799,1.39799,1.90108
2.2415,2.19172,1.26882,1.37834,1.37834,1.99195
2.23534,2.28964,1.3102,1.40372,1.40372,1.9507
2.26528,2.20623,0.85521,0.903613,0.903613,1.38837
2.14309,2.17354,0.94291,1.03249,1.03249,1.50587
2.37798,2.3262,1.19512,1.31371,1.31371,1.83198
2.22014,2.26319,1.32506,1.45809,1.45809,2.00263
2.23638,2.16681,1.4323,1.46919,1.46919,1.93796
2.16758,2.15746,1.20842,1.40073,1.40073,2.11043
2.03057,2.01113,1.46097,1.66239,1.66239,2.21924
2.01321,1.94537,1.62401,1.76328,1.76328,2.23508
2.14168,2.136,1.39564,1.51474,1.51474,2.0915
2.18167,2.24122,1.24873,1.42774,1.42774,2.02192
2.06347,2.11775,0.958975,1.08993,1.08993,1.73265
2.10287,2.10697,1.39654,1.50382,1.50382,2.15066
2.06321,2.12194,1.36509,1.50838,1.50838,2.19485
2.21524,2.17281,1.19231,1.36437,1.36437,1.96145
2.22346,2.21828,1.35105,1.47372,1.47372,1.98473
2.0429,1.89517,1.74126,2.0053,2.0053,2.68669
1.99998,1.97872,0.994673,1.09833,1.09833,1.7466
2.29228,2.18845,1.94487,2.09678,2.09678,2.63058
2.07264,1.95231,1.02197,1.16376,1.16376,1.91309
2.05598,1.99514,1.36522,1.42853,1.42853,1.93073
2.00693,1.88397,1.53905,1.75834,1.75834,2.44021
2.0875,2.05322,1.21538,1.27966,1.27966,1.78487
2.22363,2.15887,1.43034,1.51502,1.51502,1.98297
2.0945,2.08031,1.28779,1.49839,1.49839,2.16701
2.13382,2.03012,1.65545,1.70164,1.70164,2.2914
2.18875,2.16724,1.13169,1.25072,1.25072,1.73179
2.14846,2.02414,1.24012,1.33856,1.33856,2.00945
2.25435,2.06403,1.20013,1.30407,1.30407,1.98928
2.14481,2.26195,1.20087,1.2852,1.2852,1.95997
1.94872,1.96981,1.2605,1.37871,1.37871,2.0224
2.29099,2.17958,1.32165,1.45272,1.45272,1.98356
2.02797,1.85589,1.2267,1.36213,1.36213,1.88942
2.02215,1.99637,1.26372,1.33614,1.33614,1.76809
2.04866,1.98239,1.28676,1.33023,1.33023,1.71345
1.99072,1.9937,1.63341,1.87905,1.87905,2.65778
2.07812,1.8909,1.65194,1.74407,1.74407,2.44095
2.08934,2.18261,1.53604,1.80485,1.80485,2.4817
2.09276,2.05638,1.63533,1.59309,1.59309,2.07401
1.75974,1.60214,1.22549,1.50526,1.50526,2.27939
2.05779,2.01739,1.39313,1.55478,1.55478,2.05946
2.01787,1.96209,1.22903,1.39436,1.39436,1.90514
2.09034,2.03548,1.31528,1.3229,1.3229,1.89556
1.99383,2.04277,1.04765,1.16978,1.16978,1.8414
2.02912,2.03879,1.1224,1.12051,1.12051,1.66175
1.92495,1.88358,1.09362,1.2516,1.2516,1.85372
1.93427,1.96955,1.17619,1.21967,1.21967,1.67866
2.10914,1.9498,1.43646,1.55395,1.55395,2.07566
2.2364,2.14221,1.52489,1.73802,1.73802,2.45189
2.14698,2.03935,1.53981,1.71244,1.71244,2.3623
2.20976,2.09738,1.68682,1.8417,1.8417,2.49182
2.11996,2.2024,1.70942,1.93127,1.93127,2.75162
2.17989,2.0196,1.36908,1.59353,1.59353,2.3431
2.17619,2.00922,1.32914,1.5971,1.5971,2.38486
1.96342,1.88787,1.25531,1.23198,1.23198,1.58704
1.92615,1.92063,1.17484,1.24064,1.24064,1.68026
2.20774,2.26275,1.45341,1.5669,1.5669,2.14376
2.26445,2.29998,1.47235,1.53956,1.53956,1.95875
1.9398,1.92418,1.54091,1.58593,1.58593,2.00349
2.06745,2.09806,1.50725,1.61539,1.61539,2.20694
2.0927,2.11452,1.19275,1.38098,1.38098,2.08894
2.03295,2.04465,1.52375,1.59351,1.59351,2.05574
2.2246,2.09127,1.14774,1.25889,1.25889,1.76104
2.21242,2.14946,1.07798,1.22697,1.22697,1.76706
2.1334,2.10453,1.20577,1.24823,1.24823,1.67137
2.06395,2.02629,1.1711,1.26716,1.26716,1.79209
2.11657,2.05535,1.47176,1.5956,1.5956,2.20023
1.88402,1.80132,1.46546,1.6744,1.6744,2.33033
1.92256,1.90093,1.50566,1.56039,1.56039,2.1399
2.04436,2.03864,1.60014,1.83358,1.83358,2.54192
1.86688,1.63508,1.43504,1.6374,1.6374,2.30649
1.89478,1.81474,1.21156,1.43834,1.43834,2.18706
1.92961,1.90538,1.40318,1.54488,1.54488,2.11238
1.98405,1.8772,1.0753,1.16794,1.16794,1.78971
2.06244,2.11135,1.41061,1.53797,1.53797,2.00354
2.19284,2.2545,1.37007,1.55895,1.55895,2.17987
2.06174,2.07852,1.15677,1.23119,1.23119,1.79946
2.04913,1.92888,1.10437,1.20019,1.20019,1.84139
2.22741,2.17916,1.23796,1.34459,1.34459,1.83372
2.31268,2.2841,1.11329,1.17838,1.17838,1.72923
2.35927,2.33845,1.67406,1.94967,1.94967,2.68288
2.18003,2.14349,1.43489,1.57607,1.57607,2.21191
2.24553,2.21075,1.38259,1.59893,1.59893,2.34135
2.17168,2.20879,1.55926,1.63967,1.63967,2.19776
1.98359,1.8501,1.10365,1.32761,1.32761,2.01032
2.09699,1.97286,1.43785,1.73544,1.73544,2.57917
2.05101,2.01422,1.54543,1.54969,1.54969,2.06456
2.0645,2.08822,1.46511,1.53856,1.53856,2.07019
2.21103,2.075,1.58056,1.72912,1.72912,2.33368
2.33492,2.26557,1.19148,1.3378,1.3378,1.93644
2.24375,2.26128,1.43686,1.50447,1.50447,2.04902
2.04517,2.02409,2.00017,2.1445,2.1445,2.70409
2.1054,2.10327,1.26415,1.50258,1.50258,2.3094
2.24088,2.10551,1.49913,1.52528,1.52528,2.03855
2.06064,1.99033,1.19552,1.40221,1.40221,2.08993
2.1054,2.06595,1.42979,1.51724,1.51724,2.14436
2.12363,2.09077,1.34411,1.45228,1.45228,2.19742
2.08837,2.01278,1.44055,1.59572,1.59572,2.06045
2.00926,1.94579,1.30951,1.41238,1.41238,1.88117
2.02693,1.92279,1.1707,1.24426,1.24426,1.7082
2.11902,2.00098,1.25341,1.4461,1.4461,2.05419
2.03253,2.02188,1.19169,1.41337,1.41337,2.04973
2.0732,2.01434,1.33943,1.41613,1.41613,1.85212
2.05128,2.00621,1.32887,1.52212,1.52212,2.13437
2.24277,2.14904,1.3726,1.43678,1.43678,1.91879
2.13322,2.12638,1.62989,1.72563,1.72563,2.23881
2.23085,2.19727,1.2297,1.44717,1.44717,2.11896
2.03862,1.97096,1.56874,1.9413,1.9413,2.90686
2.08073,1.9912,1.62253,1.90018,1.90018,2.71052
1.89115,1.83861,1.72213,1.90642,1.90642,2.48592
2.23589,2.19676,1.19449,1.28849,1.28849,1.84252
2.15789,2.09659,1.2068,1.34452,1.34452,1.91021
2.06286,1.98406,1.45558,1.53661,1.53661,2.08503
1.87445,1.85738,1.43415,1.59871,1.59871,2.1979
1.88058,1.83738,1.38414,1.50321,1.50321,2.04725
2.11604,2.07442,1.44403,1.58141,1.58141,2.10488
2.05644,2.03226,1.74085,1.70905,1.70905,2.0307
2.21353,2.13613,1.56951,1.84978,1.84978,2.6031
2.1661,2.13739,1.57073,1.79759,1.79759,2.49175
2.17329,2.19409,1.80777,1.91951,1.91951,2.52032
2.18106,2.16529,1.83481,1.90682,1.90682,2.4672
1.92936,1.86215,1.7788,2.03646,2.03646,2.73677
1.93676,1.89198,1.6209,1.91553,1.91553,2.68315
2.04581,2.00318,1.30886,1.50565,1.50565,2.25462
1.97429,1.93681,1.43849,1.52196,1.52196,2.06217
2.11212,2.0384,1.51586,1.64455,1.64455,2.19975
2.2033,2.22101,1.35946,1.49565,1.49565,2.07636
2.27665,2.33255,1.30322,1.49568,1.49568,2.11138
2.34972,2.39446,1.53049,1.71824,1.71824,2.34963
2.37764,2.41633,1.54317,1.71445,1.71445,2.34004
2.32695,2.26478,1.17712,1.28826,1.28826,1.91607
2.24427,2.30223,1.29668,1.43635,1.43635,2.08268
2.3325,2.2229,1.45033,1.60783,1.60783,2.24086
1.86793,1.86364,1.57227,1.69141,1.69141,2.2337
1.95239,1.81376,1.57881,1.71525,1.71525,2.25963
1.95118,1.88875,1.46925,1.63077,1.63077,2.21372
2.02473,2.02526,1.12608,1.23061,1.23061,1.75032
2.10324,1.93205,1.19993,1.33767,1.33767,1.89022
2.06155,2.00847,1.26683,1.47553,1.47553,2.12632
2.10836,2.00645,1.58317,1.67913,1.67913,2.17869
2.18485,2.15851,1.66631,1.77069,1.77069,2.28055
2.04019,1.93798,1.40189,1.45136,1.45136,1.89413
2.05127,2.02722,1.23685,1.30877,1.30877,1.73928
2.0099,2.06281,1.4543,1.66955,1.66955,2.30556
2.20313,2.00152,1.44735,1.60739,1.60739,2.30645
2.15388,1.96158,1.42112,1.54083,1.54083,2.22027
1.96682,2.01958,1.29268,1.38641,1.38641,1.92959
2.0804,1.96864,1.26744,1.4065,1.4065,2.00857
2.01384,1.98568,1.33748,1.5521,1.5521,2.27611
2.24461,2.19008,1.43437,1.60515,1.60515,2.17893
2.25599,2.204,1.52137,1.65077,1.65077,2.18056
1.84097,1.74997,1.10802,1.15262,1.15262,1.59888
2.089,2.06165,1.25973,1.36944,1.36944,2.02689
2.05388,1.99683,1.10699,1.14905,1.14905,1.54241
2.07069,2.01596,1.03849,1.15962,1.15962,1.61471
2.15013,2.00679,1.35129,1.54086,1.54086,2.33343
2.16606,2.01846,1.24863,1.33515,1.33515,1.81931
2.20198,1.98506,1.19379,1.2333,1.2333,1.709
2.18375,2.1155,1.21621,1.19805,1.19805,1.61653
1.94832,1.85051,1.5581,1.77276,1.77276,2.43524
2.14881,2.13595,1.81656,1.94357,1.94357,2.54607
1.80926,1.70238,1.55107,1.73274,1.73274,2.44055
1.74218,1.57978,1.16116,1.32289,1.32289,1.85284
2.05034,1.9564,1.55092,1.66805,1.66805,2.21669
2.18713,2.03516,1.18264,1.28766,1.28766,1.84481
2.13594,2.074,1.24062,1.35539,1.35539,1.92803
2.29681,2.18853,1.26239,1.34003,1.34003,1.84772
1.92741,1.74983,1.34,1.49918,1.49918,2.19033
2.0244,2.00919,1.63498,1.87132,1.87132,2.65168
2.03697,2.03499,1.82806,1.83753,1.83753,2.32638
2.06607,1.91804,1.61895,2.13907,2.13907,3.24458
2.01597,1.96265,1.90779,2.06006,2.06006,2.67214
2.04912,1.96707,1.7271,1.86017,1.86017,2.46305
2.0812,2.00105,1.61989,1.88316,1.88316,2.59747
2.25049,2.24356,1.15958,1.20992,1.20992,1.69112
2.08783,2.0544,1.19415,1.29033,1.29033,1.78634
1.94694,1.79298,1.31005,1.42349,1.42349,1.93047
1.99547,1.95464,1.29185,1.49097,1.49097,2.10678
2.11778,2.0928,1.31051,1.40847,1.40847,1.92662
2.2174,2.08256,1.21489,1.29533,1.29533,1.8181
2.19653,2.09155,1.22585,1.3078,1.3078,1.82777
2.11795,2.1256,1.17546,1.26555,1.26555,1.78125
2.30876,2.24305,1.34411,1.39149,1.39149,1.8802
2.30772,2.34652,1.38603,1.62323,1.62323,2.31051
1.99776,1.89526,1.60335,1.82508,1.82508,2.50619
2.09054,2.05005,1.52994,1.71582,1.71582,2.37136
2.13941,2.04859,1.42882,1.49431,1.49431,1.94005
2.04699,1.93302,1.29712,1.49163,1.49163,2.08801
2.06299,2.01793,1.35289,1.49761,1.49761,2.02084
2.13077,2.11666,1.42126,1.66772,1.66772,2.45941
1.99206,1.94225,1.59931,1.67404,1.67404,2.18553
1.80832,1.77891,1.70226,1.79238,1.79238,2.35934
2.30682,2.29902,1.22268,1.3297,1.3297,1.84521
2.22046,2.27631,1.25445,1.41019,1.41019,2.02618
2.28013,2.24489,1.19735,1.28064,1.28064,1.84835
2.10858,2.06919,1.3604,1.55667,1.55667,2.28989
2.05167,2.03547,1.31156,1.43426,1.43426,1.94775
2.00454,1.87467,1.58257,1.7325,1.7325,2.28456
2.01638,1.88438,1.80019,2.01505,2.01505,2.69532
2.01667,1.97246,1.13264,1.13597,1.13597,1.56181
2.19593,2.28999,1.56565,1.97312,1.97312,2.952
1.9903,1.88441,1.14197,1.08827,1.08827,1.42314
2.22433,2.09757,1.36137,1.6412,1.6412,2.38813
1.92581,1.84805,1.52435,1.86388,1.86388,2.69056
1.84461,1.67635,1.22615,1.37623,1.37623,1.99971
2.33158,2.24373,1.45535,1.64319,1.64319,2.34257
2.31779,2.36008,1.33776,1.35797,1.35797,1.91338
2.17953,2.16903,1.3936,1.61566,1.61566,2.28291
2.09671,1.99552,1.10638,1.26909,1.26909,1.92641
2.09232,2.02328,1.21075,1.24861,1.24861,1.73917
2.11976,2.14517,1.51108,1.77866,1.77866,2.48254
2.15757,1.99921,1.52128,1.60808,1.60808,2.11604
2.15073,2.00086,1.55809,1.61836,1.61836,2.10195
2.16889,1.9541,1.52686,1.61806,1.61806,2.14139
2.03267,2.15187,1.21095,1.31465,1.31465,1.8361
2.19596,1.99498,1.40199,1.51541,1.51541,2.14432
2.10415,2.03612,1.43088,1.5491,1.5491,2.17749
2.17689,2.06678,1.38408,1.53823,1.53823,2.25926
2.11998,2.00378,1.07895,1.23062,1.23062,1.84038
2.20337,2.21989,1.39469,1.39833,1.39833,1.84681
2.26362,2.19572,1.47149,1.72231,1.72231,2.37136
1.94325,1.87354,1.19643,1.16995,1.16995,1.6769
2.14283,2.02866,1.90503,2.09431,2.09431,2.63836
1.90819,1.69692,1.68674,1.80197,1.80197,2.48999
1.82145,1.68773,1.32632,1.47867,1.47867,2.15309
1.8685,1.78041,1.50939,1.64525,1.64525,2.22794
2.00929,1.95073,1.7959,1.97584,1.97584,2.6105
2.02984,1.91963,1.58474,1.8595,1.8595,2.61834
2.05107,2.00399,1.47373,1.51921,1.51921,1.93757
1.85639,1.82659,1.61093,1.68185,1.68185,2.1864
1.93903,1.81561,1.5619,1.70988,1.70988,2.35047
1.89332,1.77413,1.48414,1.69685,1.69685,2.38746
2.09804,2.03558,1.56359,1.74191,1.74191,2.40605
2.09159,2.0754,1.60349,1.81906,1.81906,2.43437
1.93163,1.88362,1.5996,1.79638,1.79638,2.48199
2.09297,2.05898,0.935234,1.10505,1.10505,1.83209
2.11593,2.05564,1.06724,1.20038,1.20038,1.88019
2.11935,2.1572,1.58718,1.79304,1.79304,2.38987
2.12893,2.00538,1.43574,1.57593,1.57593,2.08222
1.89703,1.80335,1.38394,1.53113,1.53113,2.12349
1.8284,1.73945,1.4747,1.61709,1.61709,2.31611
1.9056,1.90578,1.34932,1.43929,1.43929,1.90924
1.91443,1.942,1.37011,1.45597,1.45597,1.92815
2.0854,1.87158,1.22413,1.30424,1.30424,1.79873
2.21008,2.09335,1.27602,1.34377,1.34377,1.867
2.13425,2.10197,1.59937,1.67055,1.67055,2.08548
2.04907,1.99944,1.60634,1.87755,1.87755,2.56198
2.04145,1.94158,1.62989,1.79691,1.79691,2.36111
2.12496,1.99626,1.30505,1.49194,1.49194,2.31026
2.15197,2.00996,1.165,1.43211,1.43211,2.33956
2.02613,2.04991,1.59496,1.70902,1.70902,2.34032
2.1007,1.94368,1.69121,1.80332,1.80332,2.48246
2.33252,2.24539,1.40945,1.45376,1.45376,1.88741
2.19901,2.06082,1.60594,1.57921,1.57921,1.92794
2.14953,2.16878,1.53214,1.63,1.63,2.1323
2.06956,1.93386,1.36816,1.59368,1.59368,2.30145
2.10153,1.89069,1.35966,1.58023,1.58023,2.28401
2.10087,1.92226,1.3969,1.50075,1.50075,2.04116
2.0041,1.99544,1.3252,1.52764,1.52764,2.16385
2.01735,2.05741,1.08692,1.18051,1.18051,1.68084
1.95124,1.96325,1.43106,1.57364,1.57364,2.19356
1.92358,1.81389,1.45537,1.68399,1.68399,2.4494
1.9181,1.85053,1.4483,1.56716,1.56716,2.1539
1.86702,1.86332,1.50777,1.57991,1.57991,2.11626
1.81548,1.63306,1.10471,1.28379,1.28379,1.86803
2.01738,2.02856,1.29268,1.36829,1.36829,1.84999
2.06858,1.97849,1.24399,1.36294,1.36294,1.9248
2.13823,2.06366,1.50895,1.69999,1.69999,2.32535
1.89817,1.83919,1.55264,1.75495,1.75495,2.39256
2.11826,2.13667,1.42374,1.42093,1.42093,1.84314
2.09013,2.13369,1.47976,1.46837,1.46837,1.90475
2.10743,1.94546,1.36399,1.64008,1.64008,2.39115
2.02169,1.86409,1.38861,1.53568,1.53568,2.07237
2.49222,2.50658,1.48619,1.57613,1.57613,2.21769
2.34873,2.39704,1.54442,1.8053,1.8053,2.47321
2.41023,2.32267,1.86309,1.98111,1.98111,2.55663
2.1284,2.03887,1.53754,1.63897,1.63897,2.16118
2.06056,2.07156,1.21294,1.37469,1.37469,1.98361
2.12711,1.98608,1.30006,1.46216,1.46216,2.02195
2.11734,2.03824,1.28596,1.49077,1.49077,2.10852
2.06592,2.06715,1.3719,1.46106,1.46106,1.99316
2.04538,2.01522,1.45348,1.47631,1.47631,1.93101
1.99618,1.8903,1.31083,1.5576,1.5576,2.28259
1.92403,1.86115,1.32841,1.33276,1.33276,1.83568
2.09997,2.0367,1.41434,1.47991,1.47991,1.99666
2.0996,2.03591,1.28647,1.44244,1.44244,2.07431
2.04528,1.98141,1.33927,1.37629,1.37629,1.86504
1.98196,1.93345,1.31188,1.53924,1.53924,2.17186
2.0698,1.88484,1.03448,1.16838,1.16838,1.78546
2.14262,2.09855,1.15263,1.19568,1.19568,1.59445
2.0676,2.05079,1.28074,1.45305,1.45305,2.04062
2.25419,2.1782,1.68314,1.80934,1.80934,2.41764
2.04308,2.00603,1.03979,1.0778,1.0778,1.51682
2.14685,2.05642,1.123,1.22004,1.22004,1.78507
2.11795,2.06226,1.72045,1.71208,1.71208,2.15054
2.06154,1.88702,1.35608,1.60145,1.60145,2.3976
2.04209,1.77865,1.37184,1.56189,1.56189,2.34032
2.29889,2.24847,1.51954,1.68312,1.68312,2.18396
2.23242,2.20359,1.42945,1.65115,1.65115,2.26953
1.96993,1.76153,1.49007,1.72986,1.72986,2.45783
2.05758,2.06269,1.40596,1.64622,1.64622,2.30817
2.21596,2.23995,1.44758,1.57704,1.57704,2.14775
2.35522,2.37293,1.28722,1.29499,1.29499,1.73984
1.89226,1.78999,1.74045,1.97334,1.97334,2.65336
1.80012,1.70702,1.9088,2.04274,2.04274,2.66174
1.79869,1.64689,1.63577,1.90858,1.90858,2.68116
1.98703,1.91243,1.77903,1.90404,1.90404,2.40628
2.2468,2.16936,1.40128,1.4572,1.4572,1.9432
2.14267,2.15052,1.20388,1.19412,1.19412,1.6491
2.12319,2.14567,1.21269,1.1968,1.1968,1.65601
2.19033,2.04422,1.12075,1.31868,1.31868,2.03343
1.97614,2.03937,1.53261,1.55032,1.55032,1.9254
1.94633,1.92021,1.66062,1.73937,1.73937,2.21799
2.03815,2.03667,1.59097,1.92412,1.92412,2.71235
2.18855,2.15222,1.21331,1.15765,1.15765,1.60342
2.07993,2.01982,1.74774,1.94463,1.94463,2.51521
2.10207,2.15749,1.75668,2.03399,2.03399,2.73381
2.42979,2.34923,1.33877,1.47799,1.47799,2.11637
2.18478,2.02321,1.65359,1.89089,1.89089,2.61072
2.17666,2.14751,1.19941,1.28746,1.28746,1.79774
2.07342,2.0094,1.32574,1.43985,1.43985,1.91286
2.11955,2.10347,1.50554,1.65862,1.65862,2.22474
2.09976,2.11484,1.52525,1.64572,1.64572,2.17581
2.07024,2.06712,1.43673,1.59407,1.59407,2.28646
2.16299,2.15,1.42141,1.59347,1.59347,2.24415
2.19285,2.1714,1.39064,1.60587,1.60587,2.33723
2.07764,1.95094,1.44786,1.52038,1.52038,1.97013
2.01279,2.00794,1.50535,1.73795,1.73795,2.35513
2.0038,1.8598,1.69638,1.79908,1.79908,2.22907
2.15576,2.03443,1.54314,1.70303,1.70303,2.26235
2.31283,2.2332,1.56959,1.6114,1.6114,2.00595
2.17501,2.04273,1.25438,1.29171,1.29171,1.75062
2.16008,2.10624,1.29404,1.43785,1.43785,2.03
