mu_dist,mu_angle,sigma11,sigma21,sigma12,sigma22
0.686591,5.22134,0.440934,-0.775503,-0.775503,1.46833
0.740768,5.18059,0.561013,-0.983261,-0.983261,1.87071
0.700702,5.12769,0.569995,-1.01142,-1.01142,1.93544
0.642434,5.23541,0.546721,-0.910439,-0.910439,1.69051
0.670863,5.22728,0.479878,-0.835728,-0.835728,1.61027
0.697443,5.18742,0.450799,-0.830623,-0.830623,1.65615
0.620258,5.43749,0.407805,-0.732487,-0.732487,1.4471
0.700751,5.19339,0.483544,-0.890483,-0.890483,1.75491
0.701981,5.21809,0.369353,-0.674365,-0.674365,1.34882
0.765587,5.12838,0.48958,-0.84599,-0.84599,1.60097
0.747937,5.11324,0.371088,-0.663867,-0.663867,1.34495
0.803781,5.02498,0.365936,-0.665069,-0.665069,1.30723
0.705038,5.19854,0.382653,-0.650748,-0.650748,1.24701
0.698394,5.22634,0.361016,-0.628179,-0.628179,1.24097
0.649966,5.32116,0.468663,-0.858256,-0.858256,1.67636
0.729286,5.14738,0.448039,-0.803503,-0.803503,1.5891
0.795473,5.00793,0.378512,-0.667544,-0.667544,1.31163
0.676632,5.31188,0.45279,-0.807391,-0.807391,1.54975
0.677384,5.25365,0.543738,-0.987125,-0.987125,1.90929
0.618614,5.35085,0.44551,-0.755873,-0.755873,1.41351
0.521909,5.58984,0.504493,-0.909738,-0.909738,1.78002
0.71273,5.22173,0.367779,-0.654267,-0.654267,1.30603
0.67648,5.28909,0.409217,-0.730656,-0.730656,1.4048
0.644645,5.3645,0.51417,-0.8945,-0.8945,1.70127
0.732611,5.14468,0.35161,-0.614628,-0.614628,1.17473
0.79351,5.09895,0.419981,-0.723639,-0.723639,1.35551
0.751266,5.09891,0.434652,-0.783901,-0.783901,1.54767
0.744137,5.12393,0.42289,-0.782999,-0.782999,1.59395
0.806215,5.06688,0.513712,-0.869401,-0.869401,1.61402
0.665289,5.34132,0.520194,-0.85608,-0.85608,1.56163
0.671044,5.35875,0.337227,-0.61986,-0.61986,1.28544
0.560571,5.48496,0.440904,-0.824111,-0.824111,1.65513
0.642156,5.3124,0.450124,-0.760437,-0.760437,1.42033
0.671792,5.2579,0.362053,-0.619091,-0.619091,1.20008
0.642202,5.3418,0.516992,-0.930003,-0.930003,1.7766
0.716893,5.18986,0.400618,-0.725465,-0.725465,1.45733
0.694193,5.19997,0.388984,-0.732883,-0.732883,1.51705
0.642406,5.31358,0.432809,-0.703428,-0.703428,1.30505
0.583892,5.39428,0.359354,-0.588169,-0.588169,1.07971
0.698618,5.33675,0.456017,-0.862871,-0.862871,1.77344
0.678075,5.24529,0.514874,-0.871042,-0.871042,1.58537
0.727368,5.17075,0.320828,-0.552504,-0.552504,1.0871
0.624551,5.39381,0.686366,-1.15857,-1.15857,2.06636
0.760295,5.1382,0.492529,-0.933378,-0.933378,1.89477
0.732239,5.1436,0.577625,-0.960052,-0.960052,1.7363
0.761919,5.07134,0.444583,-0.77494,-0.77494,1.47492
0.598331,5.37154,0.391685,-0.689569,-0.689569,1.32966
0.732219,5.20383,0.483983,-0.821249,-0.821249,1.52407
0.77478,5.16745,0.450214,-0.788128,-0.788128,1.51334
0.767795,5.07871,0.466696,-0.783042,-0.783042,1.45885
0.749333,5.11006,0.447227,-0.82632,-0.82632,1.63478
0.604822,5.38279,0.421135,-0.716508,-0.716508,1.33753
0.619599,5.36563,0.40295,-0.718398,-0.718398,1.39259
0.689806,5.26483,0.505091,-0.90216,-0.90216,1.72963
0.679263,5.29543,0.341511,-0.607223,-0.607223,1.20364
0.641555,5.2929,0.425789,-0.741483,-0.741483,1.43422
0.543275,5.47651,0.40715,-0.720534,-0.720534,1.39026
0.568471,5.49458,0.416827,-0.753599,-0.753599,1.47489
0.61099,5.38308,0.427776,-0.741131,-0.741131,1.40989
0.602941,5.41587,0.481491,-0.841719,-0.841719,1.58048
0.61455,5.38678,0.45443,-0.805934,-0.805934,1.56137
0.628604,5.33819,0.314007,-0.548252,-0.548252,1.05823
0.718424,5.19544,0.390427,-0.665092,-0.665092,1.23575
0.68443,5.31159,0.437031,-0.7448,-0.7448,1.37838
0.726141,5.1218,0.370286,-0.653996,-0.653996,1.29036
0.708831,5.25716,0.458258,-0.822033,-0.822033,1.59571
0.691101,5.25048,0.422166,-0.795038,-0.795038,1.61928
0.621344,5.34823,0.443324,-0.76315,-0.76315,1.45194
0.611952,5.3929,0.411536,-0.733743,-0.733743,1.44044
0.700256,5.23529,0.420303,-0.750357,-0.750357,1.44596
0.67958,5.22339,0.46795,-0.792937,-0.792937,1.44905
0.753931,5.17994,0.48613,-0.871229,-0.871229,1.69668
0.696924,5.282,0.460638,-0.818227,-0.818227,1.56629
0.68203,5.20275,0.468618,-0.818953,-0.818953,1.53362
0.736129,5.18209,0.495373,-0.876177,-0.876177,1.64601
0.653276,5.30041,0.594458,-1.0118,-1.0118,1.86944
0.676588,5.26547,0.421546,-0.786142,-0.786142,1.60582
0.664677,5.28548,0.387082,-0.700843,-0.700843,1.3959
0.662824,5.31129,0.481312,-0.85742,-0.85742,1.63045
0.597579,5.43192,0.434902,-0.735858,-0.735858,1.35334
0.645597,5.33039,0.437066,-0.805492,-0.805492,1.59485
0.754922,5.12954,0.432756,-0.805061,-0.805061,1.63479
0.730425,5.13582,0.45648,-0.81167,-0.81167,1.57951
0.650226,5.31046,0.449361,-0.792189,-0.792189,1.52834
0.667299,5.29014,0.471186,-0.829056,-0.829056,1.59499
0.713268,5.14045,0.481716,-0.868976,-0.868976,1.69923
0.745088,5.23886,0.484697,-0.868565,-0.868565,1.6942
0.732769,5.24803,0.49876,-0.861716,-0.861716,1.62042
0.654553,5.31303,0.386946,-0.736082,-0.736082,1.54746
0.611058,5.37472,0.403211,-0.679654,-0.679654,1.28227
0.626919,5.30281,0.426173,-0.7277,-0.7277,1.35791
0.668871,5.23909,0.495278,-0.878248,-0.878248,1.69264
0.709456,5.27573,0.495377,-0.877945,-0.877945,1.6932
0.689083,5.24006,0.504444,-0.891929,-0.891929,1.7157
0.660284,5.2843,0.436848,-0.765894,-0.765894,1.47065
0.790621,5.08444,0.457158,-0.811085,-0.811085,1.54945
0.782422,5.09448,0.516451,-0.914582,-0.914582,1.75334
0.718265,5.21362,0.477376,-0.828099,-0.828099,1.54058
0.66154,5.31261,0.377918,-0.693756,-0.693756,1.40195
0.707914,5.22095,0.408431,-0.70353,-0.70353,1.34239
0.721459,5.24478,0.412725,-0.660062,-0.660062,1.18491
0.748993,5.15181,0.41223,-0.781283,-0.781283,1.60704
0.74361,5.15547,0.405663,-0.765952,-0.765952,1.57221
0.837785,4.99533,0.494237,-0.813438,-0.813438,1.4731
0.755944,5.0813,0.456139,-0.852113,-0.852113,1.7319
0.773798,5.10296,0.483234,-0.865832,-0.865832,1.69364
0.74699,5.11994,0.480537,-0.877508,-0.877508,1.74231
0.596761,5.48296,0.430216,-0.786519,-0.786519,1.5507
0.57494,5.44984,0.396592,-0.737537,-0.737537,1.50628
0.798956,5.0225,0.448281,-0.756989,-0.756989,1.39267
0.569394,5.42695,0.343111,-0.606837,-0.606837,1.22429
0.6065,5.41015,0.357933,-0.622885,-0.622885,1.22145
0.694786,5.22942,0.442871,-0.803672,-0.803672,1.57976
0.646204,5.32729,0.412321,-0.718705,-0.718705,1.37262
0.650015,5.3109,0.499384,-0.855973,-0.855973,1.60618
0.668178,5.3322,0.432746,-0.790519,-0.790519,1.5754
0.65314,5.29192,0.471299,-0.824866,-0.824866,1.58351
0.694557,5.28219,0.575038,-1.0079,-1.0079,1.87573
0.681054,5.27268,0.603399,-1.06015,-1.06015,1.96278
0.66038,5.34418,0.512054,-0.925443,-0.925443,1.8137
0.694516,5.281,0.410428,-0.720321,-0.720321,1.36877
0.665818,5.23528,0.423895,-0.735332,-0.735332,1.37986
0.736543,5.11746,0.353672,-0.612706,-0.612706,1.213
0.726811,5.2072,0.371126,-0.653047,-0.653047,1.27937
0.790946,5.09932,0.43002,-0.771406,-0.771406,1.50312
0.760169,5.11112,0.41364,-0.725774,-0.725774,1.41319
0.615188,5.4349,0.474335,-0.869155,-0.869155,1.70487
0.698321,5.1707,0.49666,-0.877002,-0.877002,1.65997
0.709114,5.19132,0.516985,-0.913975,-0.913975,1.72067
0.673245,5.25621,0.396593,-0.698955,-0.698955,1.32933
0.671269,5.26437,0.396608,-0.710483,-0.710483,1.38059
0.717913,5.18216,0.433896,-0.764823,-0.764823,1.48909
0.777118,5.07007,0.541264,-0.973021,-0.973021,1.9061
0.71539,5.17029,0.449289,-0.831498,-0.831498,1.66589
0.701238,5.25092,0.47386,-0.84409,-0.84409,1.62868
0.733888,5.20648,0.459385,-0.776754,-0.776754,1.4407
0.729726,5.20347,0.438328,-0.811521,-0.811521,1.63171
0.678658,5.30601,0.469741,-0.822909,-0.822909,1.55123
0.714805,5.24143,0.456079,-0.797882,-0.797882,1.5391
0.79955,5.05119,0.454395,-0.798301,-0.798301,1.55933
0.692316,5.22663,0.382783,-0.664328,-0.664328,1.26602
0.705729,5.19879,0.46248,-0.803642,-0.803642,1.51143
0.739908,5.2463,0.392681,-0.68775,-0.68775,1.36204
0.71994,5.24161,0.429471,-0.745813,-0.745813,1.43519
0.712902,5.21252,0.447331,-0.758872,-0.758872,1.41996
0.716864,5.20113,0.461104,-0.793893,-0.793893,1.49616
0.670049,5.25966,0.425633,-0.76325,-0.76325,1.48968
0.654372,5.29111,0.494119,-0.89814,-0.89814,1.7509
0.713957,5.22982,0.362541,-0.646169,-0.646169,1.27763
0.644372,5.37708,0.379294,-0.685159,-0.685159,1.36269
0.633982,5.34046,0.385279,-0.680847,-0.680847,1.3276
0.638551,5.34363,0.460754,-0.805966,-0.805966,1.51763
0.666337,5.29366,0.358687,-0.660598,-0.660598,1.36679
0.749635,5.06402,0.444564,-0.808941,-0.808941,1.57701
0.784536,5.13869,0.464007,-0.801483,-0.801483,1.48416
0.682299,5.30436,0.451713,-0.837684,-0.837684,1.66442
0.726799,5.20187,0.364719,-0.623953,-0.623953,1.20172
0.607226,5.3256,0.512543,-0.925564,-0.925564,1.80242
0.651136,5.40053,0.562223,-0.968728,-0.968728,1.79741
0.653346,5.35691,0.550245,-0.956153,-0.956153,1.78708
0.693479,5.28591,0.592779,-1.062,-1.062,2.03181
0.698129,5.2053,0.580015,-1.04056,-1.04056,2.00593
0.600606,5.44762,0.445542,-0.803435,-0.803435,1.55542
0.578672,5.4673,0.423651,-0.77879,-0.77879,1.53924
0.761929,5.11991,0.398186,-0.694595,-0.694595,1.36079
0.636197,5.35642,0.579878,-1.03454,-1.03454,1.94874
0.748083,5.16092,0.439063,-0.786523,-0.786523,1.56652
0.728424,5.09502,0.449295,-0.783281,-0.783281,1.51584
0.800577,5.13191,0.485463,-0.853964,-0.853964,1.64088
0.705304,5.17681,0.452835,-0.81736,-0.81736,1.63451
0.70487,5.19577,0.476569,-0.839266,-0.839266,1.60608
0.648978,5.31897,0.41406,-0.749854,-0.749854,1.51473
0.673446,5.29657,0.497773,-0.907401,-0.907401,1.7912
0.675985,5.24078,0.385983,-0.672245,-0.672245,1.27392
0.683727,5.21836,0.386942,-0.66128,-0.66128,1.23637
0.637604,5.31636,0.458067,-0.794779,-0.794779,1.52372
0.665459,5.31303,0.433673,-0.752368,-0.752368,1.41431
0.673915,5.32928,0.461614,-0.853396,-0.853396,1.69433
0.651561,5.30333,0.475727,-0.780369,-0.780369,1.41557
0.663777,5.35564,0.427069,-0.785542,-0.785542,1.56755
0.633895,5.29263,0.503261,-0.866761,-0.866761,1.62047
0.695822,5.24458,0.468952,-0.80219,-0.80219,1.48552
0.640282,5.34485,0.418913,-0.789396,-0.789396,1.59993
0.655289,5.30889,0.453765,-0.796475,-0.796475,1.51815
0.636167,5.31406,0.475869,-0.842472,-0.842472,1.63156
0.684296,5.26558,0.440381,-0.78534,-0.78534,1.5839
0.729482,5.15786,0.398654,-0.69577,-0.69577,1.3649
0.732411,5.18759,0.387001,-0.68042,-0.68042,1.30946
0.751907,5.19094,0.404379,-0.670604,-0.670604,1.22561
0.75485,5.0798,0.370272,-0.687323,-0.687323,1.39975
0.75485,5.0798,0.370272,-0.687323,-0.687323,1.39975
0.745043,5.17439,0.394317,-0.666808,-0.666808,1.23499
0.675338,5.26082,0.527797,-0.91215,-0.91215,1.71461
0.646307,5.35297,0.497868,-0.835738,-0.835738,1.50837
0.582931,5.51364,0.439628,-0.782554,-0.782554,1.53193
0.563082,5.45571,0.427709,-0.78251,-0.78251,1.5639
0.693252,5.2769,0.427728,-0.739731,-0.739731,1.39397
0.692626,5.23812,0.399992,-0.740636,-0.740636,1.48273
0.716251,5.22149,0.453898,-0.765259,-0.765259,1.4066
0.747208,5.14342,0.44957,-0.808528,-0.808528,1.58191
0.741291,5.1395,0.486141,-0.854152,-0.854152,1.63704
0.629867,5.36795,0.417614,-0.716425,-0.716425,1.36617
0.6601,5.31971,0.502763,-0.869302,-0.869302,1.61962
0.785892,5.09035,0.44171,-0.785368,-0.785368,1.53834
0.739728,5.19204,0.404166,-0.711012,-0.711012,1.38603
0.711575,5.1951,0.500183,-0.876901,-0.876901,1.68179
0.712972,5.13672,0.478501,-0.851847,-0.851847,1.63433
0.689766,5.24982,0.373832,-0.663227,-0.663227,1.33737
0.693283,5.24412,0.316081,-0.553231,-0.553231,1.10165
0.716368,5.14286,0.431653,-0.759024,-0.759024,1.46437
0.777434,5.10619,0.500995,-0.890405,-0.890405,1.70779
0.658273,5.30589,0.342426,-0.625794,-0.625794,1.2652
0.576483,5.43426,0.488131,-0.837227,-0.837227,1.54477
0.666182,5.27261,0.430685,-0.774545,-0.774545,1.52316
0.688226,5.24249,0.436708,-0.784592,-0.784592,1.54402
0.605705,5.40763,0.459104,-0.782445,-0.782445,1.46312
0.644612,5.24585,0.403577,-0.694484,-0.694484,1.33703
0.754295,5.12476,0.471061,-0.830223,-0.830223,1.57206
0.760775,5.12101,0.482653,-0.83527,-0.83527,1.55147
0.669723,5.28628,0.508333,-0.92526,-0.92526,1.78896
0.676581,5.27326,0.407707,-0.719555,-0.719555,1.39511
0.652828,5.29334,0.434008,-0.759681,-0.759681,1.44277
0.731424,5.154,0.415484,-0.749994,-0.749994,1.46283
0.723512,5.14575,0.455431,-0.824904,-0.824904,1.63681
0.735579,5.17259,0.465384,-0.819195,-0.819195,1.57762
0.709802,5.20601,0.453365,-0.784389,-0.784389,1.46696
0.700602,5.23917,0.523777,-0.950623,-0.950623,1.84699
0.612334,5.37969,0.410952,-0.738679,-0.738679,1.44947
0.614096,5.39662,0.435309,-0.746973,-0.746973,1.40316
0.729903,5.17557,0.509929,-0.870486,-0.870486,1.5836
0.627761,5.35646,0.376943,-0.702686,-0.702686,1.42021
0.632711,5.35823,0.386231,-0.719828,-0.719828,1.4531
0.655216,5.29899,0.468293,-0.847513,-0.847513,1.64913
0.700275,5.21455,0.41356,-0.716915,-0.716915,1.37828
0.713877,5.23111,0.4967,-0.870245,-0.870245,1.66145
0.700562,5.23683,0.500057,-0.918901,-0.918901,1.82796
0.66001,5.29081,0.493143,-0.905409,-0.905409,1.76332
0.737813,5.1386,0.450827,-0.813967,-0.813967,1.61694
0.729562,5.20969,0.503287,-0.869081,-0.869081,1.60473
0.636476,5.29876,0.362784,-0.617717,-0.617717,1.16681
0.646192,5.37298,0.346215,-0.623562,-0.623562,1.24188
0.63439,5.30184,0.394389,-0.66643,-0.66643,1.25221
0.64885,5.34379,0.401912,-0.67195,-0.67195,1.24907
0.66026,5.29774,0.482647,-0.893862,-0.893862,1.75268
0.753685,5.14795,0.41239,-0.710928,-0.710928,1.36219
0.730664,5.15475,0.404424,-0.737594,-0.737594,1.45673
0.739251,5.14556,0.412452,-0.749579,-0.749579,1.4676
0.69858,5.24177,0.457707,-0.77927,-0.77927,1.46101
0.741718,5.14623,0.527004,-0.918253,-0.918253,1.73149
0.565866,5.55518,0.408615,-0.747662,-0.747662,1.50072
0.558892,5.54103,0.423633,-0.75217,-0.75217,1.46806
0.862279,4.8769,0.464166,-0.863466,-0.863466,1.72746
0.557886,5.5228,0.366768,-0.664415,-0.664415,1.33561
0.675212,5.21399,0.45687,-0.799986,-0.799986,1.49531
0.638906,5.3957,0.485945,-0.848607,-0.848607,1.59676
0.601403,5.38783,0.470498,-0.847864,-0.847864,1.65963
0.744403,5.14864,0.460707,-0.828398,-0.828398,1.62048
0.685324,5.27513,0.400377,-0.716171,-0.716171,1.42323
0.701852,5.24331,0.447877,-0.78423,-0.78423,1.5007
0.672868,5.27564,0.411017,-0.718176,-0.718176,1.36314
0.703275,5.1652,0.319409,-0.562496,-0.562496,1.09687
0.725606,5.2015,0.393489,-0.713745,-0.713745,1.43855
0.617466,5.35866,0.483368,-0.836503,-0.836503,1.559
0.622406,5.34677,0.464932,-0.822915,-0.822915,1.56089
0.715753,5.16282,0.50378,-0.864762,-0.864762,1.60837
0.706879,5.25303,0.493431,-0.885402,-0.885402,1.69837
0.639738,5.37021,0.382659,-0.689258,-0.689258,1.37
0.77187,5.05984,0.615469,-1.07857,-1.07857,2.00117
0.570882,5.51396,0.418692,-0.741981,-0.741981,1.45039
0.647718,5.36256,0.398853,-0.712243,-0.712243,1.38579
0.67454,5.29387,0.466014,-0.789467,-0.789467,1.47026
0.683558,5.2892,0.462726,-0.76739,-0.76739,1.41056
0.712773,5.22374,0.511326,-0.985507,-0.985507,2.01032
0.713503,5.18584,0.555194,-1.01115,-1.01115,1.9538
0.722757,5.20379,0.556764,-1.02102,-1.02102,1.9834
0.731332,5.19702,0.559353,-0.977405,-0.977405,1.8471
0.672202,5.28134,0.349118,-0.61199,-0.61199,1.16116
0.634374,5.30875,0.358734,-0.628102,-0.628102,1.22823
0.659294,5.27566,0.483067,-0.813595,-0.813595,1.48483
0.684825,5.28966,0.447761,-0.826709,-0.826709,1.66073
0.686504,5.23419,0.372,-0.653622,-0.653622,1.25256
0.677559,5.25015,0.424252,-0.714633,-0.714633,1.35427
0.671696,5.233,0.418218,-0.735428,-0.735428,1.43578
0.711433,5.2715,0.413489,-0.736653,-0.736653,1.45438
0.795695,4.98842,0.485216,-0.822439,-0.822439,1.53519
0.814458,5.08084,0.439688,-0.77627,-0.77627,1.50559
0.826326,5.05834,0.440828,-0.769638,-0.769638,1.44928
0.843328,4.996,0.45243,-0.821981,-0.821981,1.5942
0.564263,5.39661,0.352516,-0.62493,-0.62493,1.26983
0.603925,5.4407,0.347658,-0.602606,-0.602606,1.15254
0.616419,5.40384,0.364691,-0.62006,-0.62006,1.17145
0.789238,5.05227,0.532663,-0.982979,-0.982979,1.92929
0.779344,5.06076,0.518276,-0.936176,-0.936176,1.80539
0.72229,5.15109,0.467614,-0.862853,-0.862853,1.73641
0.63558,5.325,0.469198,-0.881906,-0.881906,1.77278
0.709991,5.19444,0.445807,-0.771189,-0.771189,1.50216
0.75507,5.13058,0.446794,-0.832643,-0.832643,1.65186
0.828636,5.01285,0.528514,-0.949029,-0.949029,1.85178
0.726316,5.21102,0.544612,-0.932184,-0.932184,1.7229
0.763455,5.08511,0.477533,-0.909196,-0.909196,1.85672
0.753927,5.11275,0.468728,-0.873166,-0.873166,1.75808
0.759422,5.10135,0.492172,-0.895432,-0.895432,1.76039
0.70367,5.19436,0.410888,-0.777434,-0.777434,1.60314
0.699728,5.22974,0.430579,-0.774706,-0.774706,1.52266
0.637153,5.34578,0.450881,-0.78389,-0.78389,1.48855
0.720671,5.20722,0.407942,-0.700852,-0.700852,1.32364
0.739542,5.16389,0.403181,-0.732305,-0.732305,1.4481
0.71853,5.20947,0.365324,-0.628804,-0.628804,1.23242
0.728507,5.22971,0.395694,-0.652386,-0.652386,1.23131
0.755785,5.07541,0.346001,-0.638747,-0.638747,1.28615
0.777895,5.13436,0.385752,-0.665118,-0.665118,1.26764
0.650018,5.30192,0.440692,-0.822582,-0.822582,1.67495
0.649399,5.29302,0.44349,-0.815929,-0.815929,1.62628
0.680671,5.26539,0.439335,-0.73985,-0.73985,1.38357
0.697274,5.24278,0.414707,-0.775051,-0.775051,1.58192
0.708867,5.23466,0.415923,-0.717896,-0.717896,1.36694
0.700168,5.22114,0.440397,-0.792414,-0.792414,1.57658
0.710223,5.22025,0.448744,-0.793933,-0.793933,1.55818
0.7318,5.23904,0.442932,-0.78173,-0.78173,1.5319
0.728284,5.21205,0.442876,-0.776131,-0.776131,1.51316
0.802255,5.03477,0.444441,-0.747852,-0.747852,1.38596
0.714494,5.22221,0.424088,-0.721381,-0.721381,1.33225
0.708692,5.22294,0.396222,-0.672678,-0.672678,1.2306
0.724772,5.17495,0.419523,-0.751313,-0.751313,1.51391
0.702394,5.23926,0.429824,-0.739725,-0.739725,1.41868
0.666801,5.27114,0.436167,-0.783518,-0.783518,1.53373
0.705844,5.29009,0.439844,-0.769507,-0.769507,1.47679
0.677038,5.17568,0.478554,-0.839946,-0.839946,1.5994
0.711516,5.27644,0.472518,-0.836172,-0.836172,1.59593
0.684441,5.25444,0.419051,-0.791735,-0.791735,1.64906
0.624909,5.37023,0.472712,-0.799261,-0.799261,1.46098
0.622502,5.33893,0.440824,-0.81508,-0.81508,1.63246
0.663919,5.30164,0.396017,-0.731543,-0.731543,1.5135
0.709828,5.21663,0.439164,-0.796357,-0.796357,1.58694
0.659572,5.32163,0.370618,-0.666375,-0.666375,1.32723
0.740924,5.20466,0.461956,-0.803534,-0.803534,1.52112
0.674336,5.30949,0.360509,-0.665155,-0.665155,1.35733
0.649343,5.30476,0.383654,-0.688331,-0.688331,1.36318
0.664113,5.3231,0.390273,-0.713335,-0.713335,1.4124
0.635534,5.35593,0.450727,-0.745575,-0.745575,1.39036
0.589828,5.33226,0.426072,-0.757814,-0.757814,1.49292
0.711833,5.22772,0.545491,-0.943051,-0.943051,1.74108
0.648687,5.34223,0.407831,-0.671778,-0.671778,1.21369
0.651623,5.29161,0.358193,-0.67288,-0.67288,1.38696
0.740051,5.14209,0.485449,-0.829642,-0.829642,1.53156
0.760831,5.16833,0.437242,-0.825701,-0.825701,1.67404
0.703965,5.28082,0.416131,-0.721756,-0.721756,1.37754
0.785114,5.03152,0.423156,-0.727226,-0.727226,1.36536
0.805506,5.0557,0.40021,-0.70478,-0.70478,1.36171
0.748755,5.11015,0.424393,-0.751354,-0.751354,1.43239
0.725511,5.13758,0.407001,-0.710979,-0.710979,1.35463
0.763265,5.15348,0.361439,-0.634198,-0.634198,1.21229
0.748161,5.18352,0.358046,-0.642684,-0.642684,1.25534
0.779109,5.13252,0.459832,-0.824998,-0.824998,1.63563
0.751591,5.08841,0.477206,-0.83167,-0.83167,1.55961
0.728926,5.11522,0.447586,-0.794315,-0.794315,1.5566
0.753983,5.1801,0.446099,-0.789234,-0.789234,1.53885
0.836196,5.05492,0.396357,-0.715927,-0.715927,1.41878
0.618509,5.31392,0.452511,-0.803452,-0.803452,1.57009
0.714606,5.21261,0.470596,-0.823603,-0.823603,1.5786
0.729128,5.20026,0.476583,-0.804637,-0.804637,1.50288
0.67803,5.23829,0.426388,-0.796288,-0.796288,1.61345
0.757448,5.09638,0.503223,-0.923182,-0.923182,1.82766
0.743151,5.12091,0.449333,-0.769115,-0.769115,1.43712
0.689875,5.21598,0.427829,-0.758008,-0.758008,1.46288
0.680606,5.28251,0.431761,-0.740799,-0.740799,1.38879
0.783882,5.06734,0.444254,-0.824137,-0.824137,1.66094
0.749931,5.13198,0.452715,-0.777759,-0.777759,1.4615
0.673072,5.28201,0.41909,-0.725221,-0.725221,1.38301
0.723518,5.19838,0.446869,-0.781521,-0.781521,1.47041
0.53137,5.50295,0.389454,-0.690139,-0.690139,1.35338
0.555203,5.48147,0.395316,-0.693704,-0.693704,1.34848
0.569423,5.45128,0.406977,-0.687593,-0.687593,1.29381
0.618034,5.39914,0.367271,-0.672076,-0.672076,1.36005
0.728482,5.19628,0.48267,-0.875456,-0.875456,1.72024
0.800249,5.06832,0.525469,-0.942773,-0.942773,1.81308
0.713763,5.22163,0.325463,-0.581223,-0.581223,1.16455
0.615113,5.36137,0.377041,-0.675394,-0.675394,1.31085
0.598452,5.40428,0.389519,-0.697457,-0.697457,1.35452
0.659647,5.29774,0.441567,-0.791865,-0.791865,1.51586
0.668748,5.26309,0.47807,-0.846641,-0.846641,1.59804
0.636678,5.3659,0.54647,-0.982481,-0.982481,1.8848
0.672121,5.31915,0.506946,-0.883465,-0.883465,1.67031
0.683865,5.29374,0.371755,-0.671607,-0.671607,1.3258
0.616341,5.42181,0.403889,-0.703316,-0.703316,1.38057
0.62102,5.39478,0.393576,-0.710458,-0.710458,1.43684
0.667735,5.27851,0.32483,-0.548714,-0.548714,1.04169
0.70244,5.22237,0.428255,-0.719813,-0.719813,1.36599
0.706708,5.16748,0.440847,-0.753173,-0.753173,1.44416
0.705919,5.20161,0.473348,-0.86419,-0.86419,1.71516
0.713857,5.21885,0.485059,-0.86358,-0.86358,1.68185
0.65747,5.35916,0.463904,-0.839017,-0.839017,1.63928
0.692061,5.21068,0.453769,-0.783455,-0.783455,1.47921
0.695268,5.30465,0.408681,-0.71518,-0.71518,1.38458
0.640325,5.2951,0.406004,-0.718534,-0.718534,1.4002
0.66807,5.28784,0.428183,-0.772859,-0.772859,1.52295
0.662867,5.26941,0.443431,-0.777664,-0.777664,1.49799
0.697757,5.25435,0.428763,-0.768117,-0.768117,1.48898
0.702519,5.20652,0.44678,-0.780274,-0.780274,1.49851
0.637335,5.32014,0.433585,-0.737184,-0.737184,1.37925
0.640806,5.40581,0.39284,-0.716268,-0.716268,1.42953
0.635131,5.33933,0.439822,-0.762804,-0.762804,1.45746
0.632108,5.41191,0.394116,-0.768595,-0.768595,1.63108
0.608943,5.34339,0.472009,-0.799251,-0.799251,1.49047
