measured_from,datetime,lat,lng,precise
P1,2024:04:02 14:19:42,46.05072777777777,14.469480555555556,on
P1,2024:04:02 14:19:43,46.050725,14.469472222222224,on
P1,2024:04:02 14:19:43,46.05071944444444,14.469463888888887,on
P1,2024:04:02 14:19:44,46.050713888888886,14.46946111111111,on
P1,2024:04:02 14:19:45,46.050713888888886,14.46946111111111,on
P1,2024:04:02 14:19:45,46.05070555555555,14.469458333333334,on
P1,2024:04:02 14:19:46,46.05070555555555,14.469458333333334,on
P1,2024:04:02 14:19:47,46.0507,14.46945277777778,on
P1,2024:04:02 14:19:47,46.0507,14.46945277777778,on
P1,2024:04:02 14:19:48,46.0507,14.46945277777778,on
P1,2024:04:02 14:19:49,46.0507,14.46945277777778,on
P1,2024:04:02 14:19:49,46.0507,14.46945277777778,on
P1,2024:04:02 14:19:50,46.0507,14.46945277777778,on
P1,2024:04:02 14:19:51,46.0507,14.46945277777778,on
P1,2024:04:02 14:19:51,46.0507,14.46945277777778,on
P1,2024:04:02 14:19:52,46.0507,14.46945277777778,on
P1,2024:04:02 14:19:53,46.0507,14.46945277777778,on
P1,2024:04:02 14:19:53,46.0507,14.46945277777778,on
P1,2024:04:02 14:19:54,46.0507,14.46945277777778,on
P1,2024:04:02 14:19:55,46.0507,14.46945277777778,on
P1,2024:04:02 14:19:55,46.0507,14.46945277777778,on
P1,2024:04:02 14:19:56,46.0507,14.46945277777778,on
P1,2024:04:02 14:19:57,46.0507,14.46945277777778,on
P1,2024:04:02 14:19:57,46.0507,14.46945277777778,on
P1,2024:04:02 14:19:58,46.0507,14.46945277777778,on
P1,2024:04:02 14:19:58,46.0507,14.46945277777778,on
P1,2024:04:02 14:19:59,46.0507,14.46945277777778,on
P1,2024:04:02 14:20:00,46.0507,14.46945277777778,on
P1,2024:04:02 14:20:00,46.0507,14.46945277777778,on
P1,2024:04:02 14:20:01,46.0507,14.46945277777778,on
P1,2024:04:02 14:20:01,46.0507,14.46945277777778,on
P1,2024:04:02 14:20:02,46.0507,14.46945277777778,on
P1,2024:04:02 14:20:03,46.0507,14.46945277777778,on
P1,2024:04:02 14:20:03,46.0507,14.46945277777778,on
P1,2024:04:02 14:20:04,46.0507,14.46945277777778,on
P1,2024:04:02 14:20:04,46.0507,14.46945277777778,on
P1,2024:04:02 14:20:05,46.0507,14.46945277777778,on
P1,2024:04:02 14:20:06,46.0507,14.46945277777778,on
P1,2024:04:02 14:20:06,46.0507,14.46945277777778,on
P1,2024:04:02 14:20:07,46.0507,14.46945277777778,on
P1,2024:04:02 14:20:07,46.0507,14.46945277777778,on
P1,2024:04:02 14:20:08,46.0507,14.46945277777778,on
